order_item_id,order_id,item_id,quantity,unit_price
23073,7673,2306,3,278.7
23074,7673,2041,3,69.23
23075,7674,2529,3,417.73
23076,7674,1699,3,122.99
23077,7674,784,1,336.5
23078,7674,1606,3,777.87
23079,7675,2515,2,583.51
23080,7675,971,2,143.13
23081,7676,1697,2,343.3
23082,7676,1982,2,390.93
23083,7677,909,1,470.57
23084,7677,48,3,692.47
23085,7677,101,2,760.19
23086,7678,1289,2,573.1
23087,7678,2660,3,518.2
23088,7678,1077,2,588.28
23089,7678,207,2,564.96
23090,7679,1826,3,300.71
23091,7679,1668,2,763.63
23092,7679,1537,1,396.63
23093,7679,416,2,387.39
23094,7680,603,2,584.01
23095,7680,318,2,493.09
23096,7680,2420,2,708.42
23097,7681,2881,2,472.16
23098,7681,2638,3,773.87
23099,7682,2960,1,580.06
23100,7682,499,1,632.01
23101,7682,1398,1,753.42
23102,7683,2469,2,495.06
23103,7683,2073,3,375.1
23104,7683,1855,1,51.05
23105,7684,1344,1,118.27
23106,7684,2751,1,421.84
23107,7685,10,1,569.88
23108,7685,2434,2,414.13
23109,7685,1154,3,730.5
23110,7685,2336,2,244.66
23111,7686,745,1,158.0
23112,7686,1184,2,557.68
23113,7687,312,2,426.38
23114,7687,2114,2,527.68
23115,7687,1185,3,263.21
23116,7687,57,3,86.97
23117,7688,1901,1,769.69
23118,7688,936,3,480.89
23119,7689,1037,3,417.01
23120,7689,1567,2,238.96
23121,7689,139,2,262.03
23122,7689,2282,3,430.7
23123,7690,1091,2,525.45
23124,7690,607,1,618.33
23125,7691,2290,3,195.23
23126,7691,274,3,170.72
23127,7691,1331,3,455.75
23128,7692,2869,2,797.51
23129,7692,66,3,99.21
23130,7692,1205,1,557.33
23131,7692,533,3,120.72
23132,7693,2369,2,111.13
23133,7693,1258,3,513.17
23134,7693,1412,2,666.23
23135,7694,2945,2,513.85
23136,7694,2097,3,303.04
23137,7694,2323,1,479.45
23138,7695,435,3,69.77
23139,7695,2818,1,675.62
23140,7695,2579,2,365.74
23141,7695,1125,3,641.99
23142,7696,1606,2,777.87
23143,7696,1187,3,165.33
23144,7697,1535,1,428.3
23145,7697,255,2,67.81
23146,7697,2121,1,209.36
23147,7697,745,3,158.0
23148,7698,1208,3,275.29
23149,7698,787,1,301.23
23150,7698,721,2,458.4
23151,7698,117,3,352.55
23152,7699,2441,3,541.2
23153,7699,1033,3,617.23
23154,7699,1619,2,348.25
23155,7699,1877,3,156.98
23156,7700,2284,3,66.08
23157,7700,1674,2,656.34
23158,7701,2946,2,117.91
23159,7701,902,1,448.19
23160,7701,745,1,158.0
23161,7702,2496,3,308.72
23162,7702,1588,3,525.78
23163,7703,831,2,774.93
23164,7703,2219,1,343.04
23165,7704,117,2,352.55
23166,7704,1481,1,653.38
23167,7705,432,2,755.33
23168,7705,481,3,293.39
23169,7705,911,3,536.78
23170,7705,1664,2,177.82
23171,7706,186,2,135.52
23172,7706,2009,3,722.49
23173,7706,1920,1,233.78
23174,7707,2155,1,495.5
23175,7707,1017,2,399.43
23176,7707,1838,1,721.18
23177,7708,931,1,328.93
23178,7708,1171,3,437.73
23179,7708,54,1,479.02
23180,7708,2502,2,145.03
23181,7709,2602,2,83.19
23182,7709,1912,2,733.52
23183,7710,1270,2,300.96
23184,7710,2494,3,298.28
23185,7711,1383,3,143.57
23186,7711,1814,3,191.5
23187,7712,2998,3,186.34
23188,7712,2674,1,52.5
23189,7713,2150,3,177.67
23190,7713,2301,3,584.85
23191,7713,2416,1,52.4
23192,7714,149,2,87.56
23193,7714,1885,3,156.38
23194,7714,428,1,504.04
23195,7715,2621,1,87.56
23196,7715,1253,3,757.29
23197,7716,2032,3,301.32
23198,7716,688,3,283.24
23199,7717,41,2,426.58
23200,7717,1331,3,455.75
23201,7717,524,1,683.64
23202,7718,2302,2,701.73
23203,7718,71,3,255.48
23204,7718,1732,3,367.29
23205,7719,496,3,664.56
23206,7719,1895,1,518.57
23207,7719,136,2,275.84
23208,7719,51,3,743.7
23209,7720,1605,2,418.59
23210,7720,1377,3,359.87
23211,7721,2418,2,510.03
23212,7721,2317,1,752.92
23213,7722,1001,3,81.89
23214,7722,367,3,552.25
23215,7723,860,1,697.05
23216,7723,2199,2,427.86
23217,7723,2884,2,169.06
23218,7723,1147,1,670.44
23219,7724,69,3,677.73
23220,7724,1125,3,641.99
23221,7724,2579,1,365.74
23222,7724,1217,1,285.46
23223,7725,951,3,635.96
23224,7725,1497,2,207.19
23225,7726,1688,1,255.09
23226,7726,2764,2,671.92
23227,7726,83,1,367.86
23228,7726,999,2,147.66
23229,7727,2399,2,327.16
23230,7727,511,1,650.76
23231,7727,2219,2,343.04
23232,7727,967,2,465.4
23233,7728,220,3,433.19
23234,7728,374,3,304.97
23235,7729,1625,3,747.51
23236,7729,1354,3,398.62
23237,7730,1005,3,490.7
23238,7730,1122,1,117.69
23239,7731,1417,2,636.98
23240,7731,818,3,455.1
23241,7731,2206,1,352.21
23242,7732,1232,2,405.49
23243,7732,1828,2,298.41
23244,7733,232,2,54.23
23245,7733,850,1,124.98
23246,7733,789,1,629.86
23247,7733,621,2,344.8
23248,7734,555,3,539.19
23249,7734,1801,1,139.09
23250,7735,2774,3,170.31
23251,7735,1221,2,54.39
23252,7736,2882,1,650.19
23253,7736,1207,1,268.03
23254,7737,2845,3,601.21
23255,7737,996,2,179.16
23256,7738,411,3,654.25
23257,7738,943,1,535.43
23258,7738,868,2,168.53
23259,7739,26,3,115.72
23260,7739,1596,2,175.82
23261,7740,2757,1,745.66
23262,7740,1825,2,373.18
23263,7741,38,2,774.22
23264,7741,1685,2,424.87
23265,7741,1129,1,573.86
23266,7742,1704,3,321.67
23267,7742,1109,1,213.51
23268,7743,1076,1,653.45
23269,7743,2626,1,496.83
23270,7743,1622,1,489.56
23271,7744,2551,3,280.84
23272,7744,2875,1,140.21
23273,7745,2455,3,195.71
23274,7745,740,3,583.83
23275,7745,623,1,711.91
23276,7746,2479,1,331.76
23277,7746,1929,1,779.84
23278,7746,2348,2,68.52
23279,7746,253,2,204.18
23280,7747,1923,2,358.64
23281,7747,1723,3,467.05
23282,7747,922,2,162.87
23283,7747,1918,3,407.62
23284,7748,734,1,792.72
23285,7748,1395,2,710.75
23286,7749,440,1,71.43
23287,7749,590,2,485.77
23288,7749,2860,2,331.08
23289,7750,569,1,571.3
23290,7750,185,2,587.49
23291,7750,655,3,510.72
23292,7751,2086,2,262.71
23293,7751,1358,1,278.46
23294,7751,966,2,199.44
23295,7751,48,2,692.47
23296,7752,1217,3,285.46
23297,7752,454,2,346.06
23298,7753,1965,1,537.72
23299,7753,1741,1,537.33
23300,7753,1429,1,411.05
23301,7754,1893,1,371.47
23302,7754,1545,1,270.61
23303,7755,142,1,271.51
23304,7755,1511,1,262.86
23305,7755,2415,2,763.12
23306,7755,1044,3,417.69
23307,7756,2609,1,170.66
23308,7756,821,2,324.02
23309,7756,2070,1,179.72
23310,7756,1931,3,214.18
23311,7757,2295,3,378.92
23312,7757,2345,2,134.89
23313,7758,2130,1,160.47
23314,7758,1617,3,235.56
23315,7758,1186,1,330.17
23316,7758,264,2,261.14
23317,7759,2563,3,205.59
23318,7759,1814,2,191.5
23319,7759,2840,2,323.8
23320,7759,1898,3,641.64
23321,7760,29,2,281.27
23322,7760,341,1,243.35
23323,7760,768,2,688.58
23324,7760,758,1,233.92
23325,7761,2648,2,215.99
23326,7761,2739,3,408.72
23327,7761,2726,2,606.03
23328,7762,2061,2,168.79
23329,7762,1145,1,116.8
23330,7763,1771,1,113.44
23331,7763,2147,2,310.72
23332,7763,2538,2,437.26
23333,7763,1274,2,329.33
23334,7764,1724,1,97.95
23335,7764,595,2,188.1
23336,7764,2616,1,702.74
23337,7764,1368,1,275.48
23338,7765,1665,3,129.1
23339,7765,2569,3,291.78
23340,7765,2225,3,433.64
23341,7765,730,3,448.44
23342,7766,931,1,328.93
23343,7766,308,1,332.49
23344,7767,1388,1,775.47
23345,7767,1864,2,202.94
23346,7767,275,3,195.74
23347,7767,2142,1,721.29
23348,7768,1059,1,623.9
23349,7768,1913,2,271.02
23350,7768,956,3,586.97
23351,7769,1320,1,156.6
23352,7769,2375,2,792.45
23353,7769,941,3,626.39
23354,7769,1410,3,680.38
23355,7770,760,2,509.78
23356,7770,393,1,328.4
23357,7771,818,3,455.1
23358,7771,160,3,362.02
23359,7771,1911,1,468.78
23360,7771,2016,3,525.58
23361,7772,1130,3,365.65
23362,7772,298,2,685.99
23363,7773,2577,2,411.92
23364,7773,1146,1,60.59
23365,7773,1477,1,150.75
23366,7773,2347,1,103.54
23367,7774,1211,1,435.06
23368,7774,2958,3,359.24
23369,7775,2967,1,590.08
23370,7775,1805,1,144.59
23371,7776,1821,3,132.54
23372,7776,507,1,543.44
23373,7776,1283,1,783.3
23374,7776,1093,3,565.14
23375,7777,1238,1,77.76
23376,7777,818,1,455.1
23377,7778,1341,1,351.35
23378,7778,820,1,561.38
23379,7778,1546,3,176.34
23380,7779,1561,2,129.41
23381,7779,2358,2,505.33
23382,7780,987,3,121.88
23383,7780,801,2,270.93
23384,7780,2145,3,343.93
23385,7780,749,3,517.44
23386,7781,597,1,277.51
23387,7781,69,2,677.73
23388,7781,2372,3,175.08
23389,7782,185,1,587.49
23390,7782,437,3,541.12
23391,7782,207,1,564.96
23392,7782,262,3,575.66
23393,7783,119,1,762.55
23394,7783,1801,2,139.09
23395,7783,1006,1,71.94
23396,7784,877,2,340.5
23397,7784,1657,2,311.25
23398,7784,858,2,310.89
23399,7785,2852,1,292.16
23400,7785,2133,2,313.97
23401,7785,1982,3,390.93
23402,7786,251,3,520.2
23403,7786,2565,1,213.69
23404,7786,952,1,66.91
23405,7787,988,2,59.67
23406,7787,2965,2,785.76
23407,7787,2005,2,213.97
23408,7787,2176,3,675.63
23409,7788,1433,2,160.56
23410,7788,1185,1,263.21
23411,7789,1473,3,205.4
23412,7789,2515,2,583.51
23413,7789,2613,3,426.55
23414,7789,445,2,731.69
23415,7790,802,3,742.02
23416,7790,691,1,66.86
23417,7790,1066,2,476.04
23418,7791,693,3,449.21
23419,7791,1393,1,99.02
23420,7791,2744,1,794.18
23421,7791,1817,2,63.25
23422,7792,2072,3,174.24
23423,7792,842,2,496.23
23424,7792,2282,2,430.7
23425,7792,89,2,302.21
23426,7793,650,2,571.87
23427,7793,1359,1,684.71
23428,7793,1091,2,525.45
23429,7793,1858,3,293.48
23430,7794,344,3,356.63
23431,7794,1371,3,712.95
23432,7794,855,2,442.32
23433,7795,1789,2,315.9
23434,7795,1849,2,277.56
23435,7796,2874,2,120.94
23436,7796,28,2,528.64
23437,7796,1410,2,680.38
23438,7797,1555,3,559.97
23439,7797,1237,1,784.62
23440,7797,1921,3,162.29
23441,7798,2520,2,210.33
23442,7798,1008,3,691.35
23443,7798,2162,3,547.56
23444,7798,939,2,386.32
23445,7799,1709,1,495.04
23446,7799,1465,1,704.64
23447,7800,1670,3,117.83
23448,7800,884,2,483.59
23449,7800,2648,3,215.99
23450,7801,1822,1,583.69
23451,7801,186,2,135.52
23452,7801,2727,2,348.87
23453,7802,446,1,653.53
23454,7802,2957,1,360.89
23455,7803,2414,3,261.95
23456,7803,1932,3,662.42
23457,7803,1346,1,165.67
23458,7804,1279,3,588.22
23459,7804,2332,2,77.75
23460,7805,2781,3,293.41
23461,7805,1966,2,79.69
23462,7805,605,1,219.7
23463,7806,397,2,754.74
23464,7806,2099,3,256.01
23465,7806,1250,3,516.38
23466,7806,2405,2,595.52
23467,7807,1,1,600.5
23468,7807,2237,3,313.9
23469,7807,2998,2,186.34
23470,7807,643,2,508.32
23471,7808,1594,3,253.9
23472,7808,1663,3,546.98
23473,7808,2074,3,661.92
23474,7808,1839,1,733.14
23475,7809,2169,1,319.56
23476,7809,588,3,777.9
23477,7809,2969,3,395.18
23478,7809,1718,1,255.29
23479,7810,1765,2,648.85
23480,7810,2574,2,379.26
23481,7810,2637,2,591.2
23482,7811,517,2,194.84
23483,7811,786,2,767.14
23484,7811,2108,3,244.77
23485,7811,1749,1,99.47
23486,7812,2757,3,745.66
23487,7812,2530,1,78.65
23488,7813,2903,1,102.8
23489,7813,355,1,170.55
23490,7814,2003,1,757.49
23491,7814,1218,1,517.86
23492,7814,2890,1,106.15
23493,7815,1475,2,368.77
23494,7815,2512,2,579.68
23495,7816,1465,1,704.64
23496,7816,2641,2,211.41
23497,7817,340,2,732.56
23498,7817,1668,3,763.63
23499,7818,2318,2,742.02
23500,7818,625,2,588.78
23501,7818,1886,1,220.01
23502,7818,1442,3,214.55
23503,7819,2014,1,182.67
23504,7819,2310,2,424.18
23505,7819,306,1,785.44
23506,7820,117,2,352.55
23507,7820,721,3,458.4
23508,7821,650,1,571.87
23509,7821,2350,3,403.01
23510,7821,23,2,545.45
23511,7821,1153,1,71.58
23512,7822,2654,2,207.98
23513,7822,1768,1,354.89
23514,7822,2095,1,733.73
23515,7822,1055,3,343.54
23516,7823,1957,2,768.51
23517,7823,244,3,769.17
23518,7823,1265,2,667.71
23519,7824,2091,1,792.69
23520,7824,1907,3,449.36
23521,7824,1148,2,585.17
23522,7825,723,2,135.74
23523,7825,97,2,729.89
23524,7825,2710,1,406.46
23525,7825,1549,1,381.54
23526,7826,1330,3,340.43
23527,7826,2943,1,192.34
23528,7826,1667,1,215.28
23529,7826,560,3,627.26
23530,7827,342,1,483.49
23531,7827,2207,1,679.4
23532,7828,1438,1,571.09
23533,7828,551,1,478.58
23534,7828,2369,1,111.13
23535,7829,482,1,488.52
23536,7829,841,3,663.35
23537,7829,561,1,517.39
23538,7829,18,1,598.99
23539,7830,281,3,288.34
23540,7830,1289,1,573.1
23541,7831,682,3,429.5
23542,7831,1635,3,701.27
23543,7831,2319,2,617.94
23544,7831,3000,2,480.49
23545,7832,2614,3,683.13
23546,7832,2437,3,760.91
23547,7832,910,1,785.94
23548,7833,352,3,384.95
23549,7833,575,1,698.21
23550,7834,1819,1,216.33
23551,7834,2159,2,616.24
23552,7834,1791,2,358.04
23553,7834,2199,3,427.86
23554,7835,1875,3,132.53
23555,7835,1476,3,751.62
23556,7836,564,1,701.56
23557,7836,1780,1,334.32
23558,7836,1552,3,625.34
23559,7836,257,1,468.56
23560,7837,2156,2,416.23
23561,7837,1176,1,579.47
23562,7837,100,3,593.89
23563,7838,1900,3,660.99
23564,7838,731,1,196.75
23565,7838,719,2,206.18
23566,7838,676,2,698.45
23567,7839,1757,3,178.06
23568,7839,1522,2,444.39
23569,7840,286,2,708.41
23570,7840,535,3,224.75
23571,7841,925,3,268.64
23572,7841,2850,2,150.8
23573,7841,962,3,157.73
23574,7842,1723,2,467.05
23575,7842,138,3,672.99
23576,7843,588,2,777.9
23577,7843,549,1,216.56
23578,7843,2986,3,653.69
23579,7843,1624,1,660.67
23580,7844,1769,3,526.01
23581,7844,2113,1,614.78
23582,7845,2688,2,779.6
23583,7845,1449,2,82.93
23584,7845,474,3,199.38
23585,7845,1279,1,588.22
23586,7846,2946,1,117.91
23587,7846,2299,3,421.2
23588,7846,2963,2,291.25
23589,7847,446,2,653.53
23590,7847,1603,3,152.49
23591,7847,603,1,584.01
23592,7847,302,2,214.11
23593,7848,1682,1,439.81
23594,7848,2685,1,292.04
23595,7848,1560,1,754.19
23596,7848,1677,1,479.63
23597,7849,1914,3,231.87
23598,7849,2846,1,454.61
23599,7849,685,2,666.6
23600,7850,2458,2,248.2
23601,7850,1686,2,159.4
23602,7851,1459,2,712.04
23603,7851,712,1,313.58
23604,7852,345,1,538.68
23605,7852,6,3,298.38
23606,7852,219,1,606.81
23607,7853,2557,1,248.41
23608,7853,2079,3,348.73
23609,7853,2686,1,205.26
23610,7854,963,3,99.59
23611,7854,1349,2,290.03
23612,7855,2015,3,336.17
23613,7855,1939,1,190.81
23614,7855,727,3,295.56
23615,7855,2622,1,239.25
23616,7856,1289,1,573.1
23617,7856,1430,3,232.36
23618,7857,1267,2,733.24
23619,7857,626,1,579.67
23620,7858,1668,1,763.63
23621,7858,2745,3,501.02
23622,7859,2443,3,694.79
23623,7859,695,2,61.44
23624,7860,2551,3,280.84
23625,7860,942,2,53.22
23626,7861,998,2,566.04
23627,7861,2246,1,223.78
23628,7861,2763,2,328.09
23629,7862,1918,3,407.62
23630,7862,1923,3,358.64
23631,7863,2660,1,518.2
23632,7863,1077,3,588.28
23633,7863,1243,3,386.24
23634,7863,2075,1,371.98
23635,7864,2573,1,400.13
23636,7864,1484,3,681.95
23637,7864,2825,1,361.35
23638,7865,2043,2,478.85
23639,7865,2236,3,434.78
23640,7865,237,3,767.74
23641,7865,2554,3,259.22
23642,7866,1023,1,191.59
23643,7866,550,1,161.01
23644,7867,2739,1,408.72
23645,7867,356,3,667.44
23646,7867,479,2,320.32
23647,7867,1570,3,783.52
23648,7868,1014,2,555.14
23649,7868,2549,1,625.04
23650,7868,1830,2,228.69
23651,7868,1357,2,234.74
23652,7869,299,3,617.9
23653,7869,1406,2,783.57
23654,7869,1273,3,265.07
23655,7869,2258,1,114.51
23656,7870,2195,3,362.23
23657,7870,110,1,790.39
23658,7870,1236,2,88.19
23659,7871,711,1,415.63
23660,7871,597,2,277.51
23661,7871,2250,1,616.86
23662,7871,122,2,146.7
23663,7872,1491,2,637.35
23664,7872,2449,3,523.67
23665,7872,2626,3,496.83
23666,7872,680,2,181.26
23667,7873,192,1,140.56
23668,7873,904,3,640.77
23669,7873,333,2,708.31
23670,7873,244,3,769.17
23671,7874,1033,2,617.23
23672,7874,2504,2,774.99
23673,7874,251,2,520.2
23674,7875,2589,1,117.63
23675,7875,1975,3,341.17
23676,7875,2301,3,584.85
23677,7875,1955,1,718.01
23678,7876,869,3,103.14
23679,7876,2874,2,120.94
23680,7876,1040,1,503.44
23681,7876,2063,1,438.5
23682,7877,1728,2,142.28
23683,7877,613,3,708.33
23684,7878,182,1,762.77
23685,7878,48,2,692.47
23686,7879,2050,3,133.2
23687,7879,2176,3,675.63
23688,7879,988,2,59.67
23689,7879,2965,3,785.76
23690,7880,2908,1,116.43
23691,7880,381,2,650.12
23692,7881,1905,2,153.67
23693,7881,180,1,669.43
23694,7881,856,1,507.9
23695,7882,1952,3,626.62
23696,7882,93,3,545.4
23697,7882,2712,1,159.89
23698,7882,1814,2,191.5
23699,7883,2163,1,60.17
23700,7883,2931,3,314.28
23701,7883,2858,1,296.47
23702,7884,2447,1,426.12
23703,7884,848,3,572.22
23704,7884,406,3,690.74
23705,7884,1300,3,386.55
23706,7885,1065,1,78.03
23707,7885,1771,3,113.44
23708,7886,2126,2,735.59
23709,7886,268,3,770.1
23710,7887,188,3,460.77
23711,7887,2513,2,448.01
23712,7887,1382,3,679.36
23713,7887,2270,3,776.09
23714,7888,2241,1,332.39
23715,7888,663,3,430.02
23716,7888,1516,2,147.45
23717,7888,2496,1,308.72
23718,7889,1497,3,207.19
23719,7889,1149,2,265.97
23720,7889,1817,2,63.25
23721,7890,827,2,601.49
23722,7890,291,1,595.57
23723,7891,478,2,239.98
23724,7891,1190,3,293.69
23725,7891,892,1,369.27
23726,7892,1360,1,329.98
23727,7892,1328,1,621.26
23728,7892,916,2,402.62
23729,7892,298,1,685.99
23730,7893,2520,3,210.33
23731,7893,2162,2,547.56
23732,7893,1008,3,691.35
23733,7893,1324,3,363.18
23734,7894,2338,3,224.5
23735,7894,269,2,768.04
23736,7895,353,3,210.84
23737,7895,2145,1,343.93
23738,7895,922,3,162.87
23739,7895,2655,2,241.77
23740,7896,1141,1,65.55
23741,7896,2697,2,322.53
23742,7896,2766,3,54.25
23743,7897,846,1,494.81
23744,7897,830,3,424.76
23745,7897,453,2,191.43
23746,7897,2025,3,731.0
23747,7898,623,2,711.91
23748,7898,740,3,583.83
23749,7899,499,1,632.01
23750,7899,104,2,245.42
23751,7899,1649,1,501.43
23752,7899,1285,1,591.16
23753,7900,2526,1,531.26
23754,7900,857,2,587.9
23755,7900,755,3,578.66
23756,7900,2311,2,491.18
23757,7901,360,1,583.7
23758,7901,2609,3,170.66
23759,7901,1310,3,704.01
23760,7901,2070,3,179.72
23761,7902,1925,3,503.13
23762,7902,1747,3,334.21
23763,7903,2191,1,366.92
23764,7903,2537,3,723.3
23765,7903,170,1,161.49
23766,7903,1420,2,271.19
23767,7904,1123,2,273.07
23768,7904,2696,2,269.72
23769,7905,2643,2,426.17
23770,7905,2160,2,278.45
23771,7905,2981,3,447.33
23772,7906,984,2,623.52
23773,7906,1877,2,156.98
23774,7907,191,1,130.22
23775,7907,2544,1,283.37
23776,7908,2065,1,295.65
23777,7908,756,2,771.3
23778,7908,246,3,455.18
23779,7909,2866,1,389.08
23780,7909,2520,1,210.33
23781,7910,2687,1,562.75
23782,7910,1977,1,131.84
23783,7910,1496,2,284.81
23784,7910,495,2,101.66
23785,7911,494,2,292.76
23786,7911,1795,3,131.52
23787,7912,1122,1,117.69
23788,7912,2525,3,505.08
23789,7913,2003,1,757.49
23790,7913,2486,1,441.86
23791,7914,285,2,257.51
23792,7914,1455,3,752.09
23793,7914,1326,1,675.84
23794,7915,205,1,583.91
23795,7915,1211,2,435.06
23796,7915,2397,2,70.51
23797,7916,1796,2,171.38
23798,7916,937,3,188.37
23799,7916,1735,2,571.33
23800,7917,1430,2,232.36
23801,7917,696,3,204.93
23802,7917,50,1,134.39
23803,7918,635,3,457.63
23804,7918,1904,3,570.07
23805,7919,624,3,568.79
23806,7919,2507,2,157.5
23807,7920,1962,1,482.38
23808,7920,940,2,141.12
23809,7920,695,2,61.44
23810,7920,1295,3,717.74
23811,7921,323,1,708.88
23812,7921,2197,1,459.37
23813,7921,2709,2,280.0
23814,7922,299,2,617.9
23815,7922,2768,2,625.29
23816,7922,1406,1,783.57
23817,7923,2583,2,147.42
23818,7923,1202,2,117.67
23819,7923,630,1,171.59
23820,7923,1440,1,364.02
23821,7924,752,3,483.45
23822,7924,1813,3,579.85
23823,7924,618,2,567.46
23824,7924,1016,3,355.68
23825,7925,184,3,470.11
23826,7925,818,2,455.1
23827,7925,2959,3,520.44
23828,7925,2910,3,677.53
23829,7926,1142,3,730.13
23830,7926,2094,2,532.75
23831,7926,1338,2,771.78
23832,7927,2467,3,157.83
23833,7927,2103,1,753.28
23834,7928,1077,3,588.28
23835,7928,185,3,587.49
23836,7928,2660,3,518.2
23837,7928,569,1,571.3
23838,7929,1041,3,516.48
23839,7929,664,1,135.38
23840,7930,2445,3,464.71
23841,7930,1894,1,559.57
23842,7930,1580,2,288.15
23843,7930,2914,3,787.31
23844,7931,2736,3,95.65
23845,7931,590,1,485.77
23846,7932,402,3,509.58
23847,7932,1013,1,324.85
23848,7932,1790,3,198.16
23849,7933,628,1,334.01
23850,7933,1846,1,205.19
23851,7933,330,2,62.42
23852,7934,147,1,592.67
23853,7934,707,2,122.95
23854,7935,893,2,389.33
23855,7935,434,2,97.84
23856,7935,1163,3,149.18
23857,7936,766,1,542.24
23858,7936,1311,3,797.38
23859,7937,2411,2,152.66
23860,7937,1415,1,114.15
23861,7938,2987,3,153.88
23862,7938,2828,1,350.23
23863,7938,491,3,238.02
23864,7939,1232,1,405.49
23865,7939,2432,2,556.24
23866,7939,952,2,66.91
23867,7940,1330,3,340.43
23868,7940,2933,2,626.46
23869,7941,2722,1,281.98
23870,7941,1588,2,525.78
23871,7942,789,1,629.86
23872,7942,1214,2,135.45
23873,7942,232,3,54.23
23874,7943,500,1,543.72
23875,7943,911,3,536.78
23876,7943,481,1,293.39
23877,7944,1921,2,162.29
23878,7944,1848,3,427.86
23879,7945,2994,3,562.03
23880,7945,2851,1,283.57
23881,7945,2349,2,301.24
23882,7946,225,1,672.49
23883,7946,1138,2,245.51
23884,7947,933,2,513.97
23885,7947,1772,1,656.26
23886,7948,2270,1,776.09
23887,7948,2333,1,356.46
23888,7948,2513,3,448.01
23889,7948,2573,2,400.13
23890,7949,1373,3,234.45
23891,7949,2428,1,680.09
23892,7950,482,2,488.52
23893,7950,561,2,517.39
23894,7950,1181,2,472.44
23895,7950,1636,1,114.28
23896,7951,1022,2,465.44
23897,7951,1216,2,112.47
23898,7952,783,1,58.9
23899,7952,2159,2,616.24
23900,7952,2884,2,169.06
23901,7953,2354,1,754.95
23902,7953,2869,3,797.51
23903,7954,1228,3,572.02
23904,7954,2426,1,767.24
23905,7955,1075,3,248.87
23906,7955,1546,2,176.34
23907,7955,2937,3,287.4
23908,7955,1404,2,53.87
23909,7956,1448,1,156.8
23910,7956,869,1,103.14
23911,7956,2259,1,202.65
23912,7956,1040,3,503.44
23913,7957,1844,3,174.14
23914,7957,351,1,691.25
23915,7958,93,2,545.4
23916,7958,2712,2,159.89
23917,7958,2069,2,434.49
23918,7959,1831,3,115.42
23919,7959,1853,2,705.04
23920,7959,2953,3,218.35
23921,7959,407,1,478.56
23922,7960,1991,3,443.58
23923,7960,97,1,729.89
23924,7961,2843,2,516.44
23925,7961,973,1,71.33
23926,7961,2318,3,742.02
23927,7961,1529,3,573.89
23928,7962,1254,2,207.07
23929,7962,656,3,419.38
23930,7962,1150,1,373.48
23931,7962,1904,2,570.07
23932,7963,1340,3,113.49
23933,7963,1386,1,117.47
23934,7964,2925,3,480.01
23935,7964,1674,3,656.34
23936,7965,2548,2,189.24
23937,7965,2574,2,379.26
23938,7965,1765,2,648.85
23939,7965,276,3,688.54
23940,7966,2436,1,452.01
23941,7966,650,2,571.87
23942,7966,2433,2,368.9
23943,7966,180,3,669.43
23944,7967,1626,2,54.82
23945,7967,1844,2,174.14
23946,7968,2891,2,206.57
23947,7968,1158,3,104.79
23948,7969,2611,1,366.84
23949,7969,2042,2,70.86
23950,7970,1168,2,783.89
23951,7970,246,3,455.18
23952,7970,2402,1,383.3
23953,7970,1827,2,562.22
23954,7971,2442,1,451.6
23955,7971,1210,3,476.4
23956,7972,2832,2,706.96
23957,7972,1776,2,233.17
23958,7972,2017,3,796.52
23959,7973,2989,1,709.3
23960,7973,2752,2,554.73
23961,7973,824,3,775.63
23962,7973,2237,2,313.9
23963,7974,610,3,353.65
23964,7974,690,2,440.43
23965,7974,673,1,99.66
23966,7974,1798,3,133.0
23967,7975,2656,3,523.54
23968,7975,2526,3,531.26
23969,7975,857,3,587.9
23970,7976,2079,3,348.73
23971,7976,2557,2,248.41
23972,7977,1208,2,275.29
23973,7977,1097,1,201.49
23974,7977,1244,1,266.01
23975,7977,198,3,743.28
23976,7978,2281,1,592.5
23977,7978,118,1,78.29
23978,7978,2383,2,600.08
23979,7979,61,1,780.66
23980,7979,1494,3,405.83
23981,7980,1871,2,102.09
23982,7980,38,2,774.22
23983,7980,1632,1,200.71
23984,7981,1202,3,117.67
23985,7981,2555,2,219.47
23986,7982,2156,3,416.23
23987,7982,2852,1,292.16
23988,7982,1697,1,343.3
23989,7982,1068,1,789.32
23990,7983,297,2,347.59
23991,7983,1246,3,741.3
23992,7984,400,3,286.74
23993,7984,543,3,610.76
23994,7984,343,2,331.27
23995,7985,1263,2,771.99
23996,7985,994,3,311.16
23997,7986,930,1,178.8
23998,7986,1958,3,123.05
23999,7986,301,1,601.94
24000,7987,1721,2,97.62
24001,7987,2860,3,331.08
24002,7987,1954,2,320.24
24003,7988,2834,2,473.43
24004,7988,654,3,444.04
24005,7988,1092,2,667.78
24006,7988,818,3,455.1
24007,7989,503,1,132.85
24008,7989,307,3,676.15
24009,7989,1700,1,687.36
24010,7989,1330,3,340.43
24011,7990,2259,1,202.65
24012,7990,1917,2,328.76
24013,7990,1448,3,156.8
24014,7990,2844,1,298.69
24015,7991,1335,1,194.32
24016,7991,1754,3,491.62
24017,7991,543,2,610.76
24018,7991,1884,1,127.11
24019,7992,2156,2,416.23
24020,7992,1235,2,488.92
24021,7993,369,1,739.38
24022,7993,1500,3,657.8
24023,7993,1759,3,407.65
24024,7994,108,2,359.83
24025,7994,2819,2,700.65
