item_id,restaurant_id,name,category,price
650,53,Quidem Bowl,Rice & Biryani,571.87
651,79,Pariatur Special,Main Course,478.53
652,81,Excepturi Bowl,Main Course,412.75
653,89,Et Bowl,Desserts,370.29
654,109,In Combo,Desserts,444.04
655,80,Voluptatum Combo,Breads,510.72
656,64,Dicta Bowl,Combos,419.38
657,24,Officiis Bowl,Rice & Biryani,581.44
658,25,Aspernatur Special,Main Course,67.99
659,81,Ratione Thali,Main Course,603.1
660,27,Neque Thali,Sides,360.53
661,43,Nesciunt Combo,Rice & Biryani,58.47
662,26,Quos Wrap,Desserts,240.81
663,9,Quia Combo,Desserts,430.02
664,42,Deleniti Thali,Starters,135.38
665,43,Molestias Combo,Sides,593.3
666,79,Exercitationem Special,Breads,195.51
667,107,Facere Combo,Combos,737.12
668,103,Enim Special,Breads,411.12
669,81,Iure Platter,Beverages,396.85
670,105,Tenetur Platter,Starters,676.33
671,39,Beatae Bowl,Beverages,466.38
672,3,Odio Deluxe,Beverages,649.65
673,114,Maxime Thali,Beverages,99.66
674,20,Consectetur Combo,Starters,304.36
675,49,Quidem Wrap,Breads,478.24
676,50,Eaque Deluxe,Main Course,698.45
677,97,Asperiores Combo,Beverages,582.38
678,35,Fugiat Platter,Main Course,422.79
679,31,Minus Combo,Combos,672.09
680,39,Veniam Deluxe,Desserts,181.26
681,48,Sed Thali,Starters,633.34
682,117,Sed Special,Combos,429.5
683,103,Animi Platter,Breads,192.66
684,119,Aut Platter,Desserts,631.65
685,19,Eaque Thali,Main Course,666.6
686,67,Repudiandae Wrap,Breads,203.89
687,5,Velit Platter,Sides,585.26
688,67,Ratione Special,Starters,283.24
689,6,Esse Wrap,Main Course,299.97
690,114,Perferendis Special,Main Course,440.43
691,85,Eos Wrap,Desserts,66.86
692,98,Iusto Combo,Rice & Biryani,290.66
693,25,Incidunt Combo,Desserts,449.21
694,99,Accusantium Platter,Main Course,254.49
695,21,Error Combo,Main Course,61.44
696,80,Eaque Bowl,Main Course,204.93
697,45,Cumque Bowl,Beverages,253.29
698,91,Perferendis Thali,Desserts,480.56
699,22,Exercitationem Special,Desserts,509.95
700,44,Voluptatem Bowl,Combos,88.04
701,4,Sed Platter,Starters,129.45
702,7,Voluptatibus Special,Sides,343.94
703,91,Enim Bowl,Combos,512.24
704,40,Nam Combo,Rice & Biryani,584.67
705,86,Excepturi Thali,Main Course,780.26
706,97,Quod Thali,Combos,475.84
707,12,Iste Thali,Combos,122.95
708,40,Id Wrap,Combos,402.91
709,29,Modi Deluxe,Desserts,734.65
710,51,Omnis Deluxe,Beverages,641.58
711,113,Quibusdam Combo,Combos,415.63
712,9,Totam Platter,Main Course,313.58
713,60,Magnam Thali,Breads,261.69
714,45,Inventore Bowl,Breads,430.96
715,52,Facilis Thali,Main Course,294.4
716,84,Magni Special,Desserts,449.56
717,52,Quam Bowl,Sides,228.93
718,32,Praesentium Bowl,Breads,780.42
719,50,Omnis Special,Beverages,206.18
720,89,Consequuntur Bowl,Sides,638.24
721,56,Optio Bowl,Beverages,458.4
722,31,Ipsum Deluxe,Main Course,604.53
723,92,Enim Bowl,Combos,135.74
724,77,Maxime Platter,Beverages,466.32
725,106,Ipsam Platter,Breads,281.03
726,52,Neque Special,Main Course,564.13
727,77,Aperiam Thali,Sides,295.56
728,83,Recusandae Wrap,Starters,117.9
729,105,Est Deluxe,Starters,617.81
730,85,Dignissimos Deluxe,Combos,448.44
731,50,Ad Bowl,Combos,196.75
732,88,Facilis Combo,Desserts,477.71
733,117,Quod Wrap,Desserts,738.88
734,120,Reprehenderit Platter,Beverages,792.72
735,75,Repellendus Special,Sides,685.73
736,110,Nesciunt Combo,Starters,326.92
737,71,Impedit Special,Starters,577.52
738,106,Dolor Combo,Main Course,695.94
739,111,Eius Special,Rice & Biryani,373.79
740,76,Iure Platter,Beverages,583.83
741,52,Eum Platter,Sides,458.84
742,85,Modi Deluxe,Combos,154.3
743,72,Reiciendis Platter,Beverages,679.97
744,20,Exercitationem Combo,Breads,150.71
745,10,Praesentium Wrap,Starters,158.0
746,114,Quo Platter,Sides,781.23
747,18,Ullam Special,Breads,531.68
748,54,Vitae Thali,Combos,720.19
749,90,Labore Bowl,Sides,517.44
750,59,Facere Bowl,Sides,464.04
751,58,Porro Platter,Beverages,219.31
752,55,Temporibus Bowl,Starters,483.45
753,109,Porro Wrap,Rice & Biryani,584.1
754,35,Officia Platter,Beverages,75.1
755,5,Dolores Bowl,Combos,578.66
756,15,Libero Bowl,Combos,771.3
757,11,Dolores Deluxe,Desserts,398.7
758,11,Deserunt Bowl,Main Course,233.92
759,81,Quisquam Wrap,Main Course,563.06
760,70,Porro Thali,Desserts,509.78
761,116,Ea Combo,Starters,401.65
762,66,Quis Platter,Beverages,365.76
763,103,Temporibus Combo,Desserts,175.63
764,89,Assumenda Bowl,Desserts,595.23
765,73,Qui Combo,Starters,521.98
766,75,Aliquid Deluxe,Starters,542.24
767,38,Autem Thali,Starters,265.11
768,11,Velit Deluxe,Main Course,688.58
769,36,Architecto Combo,Breads,511.85
770,36,Ab Thali,Desserts,60.65
771,15,Neque Bowl,Breads,732.6
772,95,Deserunt Deluxe,Combos,327.33
773,23,Suscipit Combo,Rice & Biryani,413.69
774,103,Eveniet Bowl,Starters,307.14
775,11,Atque Deluxe,Breads,678.21
776,97,Voluptatum Platter,Sides,228.46
777,57,Distinctio Wrap,Breads,208.14
778,94,Accusamus Thali,Beverages,90.74
779,34,Esse Thali,Main Course,89.39
780,60,Quae Platter,Combos,276.03
781,96,Odit Thali,Rice & Biryani,334.85
782,91,Minima Platter,Combos,246.97
783,68,Assumenda Thali,Sides,58.9
784,119,Sit Thali,Combos,336.5
785,41,Tempore Bowl,Starters,123.02
786,69,Vel Wrap,Beverages,767.14
787,56,Sint Bowl,Desserts,301.23
788,35,Perspiciatis Thali,Main Course,241.51
789,75,Unde Platter,Combos,629.86
790,96,Placeat Deluxe,Rice & Biryani,439.96
791,87,Ad Wrap,Breads,284.95
792,2,Ab Wrap,Starters,673.77
793,2,Quibusdam Platter,Main Course,443.95
794,88,Quod Platter,Beverages,214.56
795,37,Neque Combo,Rice & Biryani,75.53
796,80,Accusantium Special,Starters,753.88
797,85,Ad Thali,Rice & Biryani,762.87
798,82,Quia Special,Main Course,114.79
799,78,Harum Deluxe,Sides,542.3
800,116,Quidem Wrap,Breads,722.0
801,90,Illo Deluxe,Desserts,270.93
802,85,Ad Special,Combos,742.02
803,36,Provident Thali,Sides,569.17
804,86,Voluptatem Thali,Beverages,243.0
805,100,Veniam Special,Desserts,632.83
806,49,Non Platter,Beverages,796.97
807,34,Dolorum Thali,Desserts,183.45
808,9,Corrupti Platter,Rice & Biryani,507.73
809,23,Consequatur Wrap,Combos,131.32
810,70,Qui Thali,Sides,213.79
811,83,Distinctio Special,Combos,586.55
812,14,Excepturi Special,Main Course,102.81
813,94,Earum Combo,Combos,64.07
814,64,Sit Deluxe,Starters,749.67
815,86,Qui Platter,Desserts,163.71
816,43,Explicabo Platter,Starters,436.54
817,99,Libero Platter,Combos,377.04
818,109,Fugiat Wrap,Main Course,455.1
819,1,Nam Platter,Combos,140.9
820,69,Beatae Combo,Beverages,561.38
821,52,Minima Special,Main Course,324.02
822,110,Necessitatibus Combo,Main Course,680.89
823,98,Officia Thali,Desserts,535.84
824,23,Recusandae Bowl,Starters,775.63
825,85,Exercitationem Deluxe,Desserts,571.91
826,115,Voluptatem Special,Beverages,414.88
827,114,Et Wrap,Combos,601.49
828,18,In Special,Rice & Biryani,69.02
829,76,Vitae Deluxe,Combos,341.58
830,102,Beatae Bowl,Desserts,424.76
831,107,Ullam Thali,Combos,774.93
832,3,Totam Special,Beverages,92.04
833,101,Aliquid Wrap,Starters,354.13
834,28,Consectetur Thali,Combos,755.07
835,112,Necessitatibus Thali,Breads,605.79
836,30,Modi Special,Starters,601.59
837,63,Minus Wrap,Starters,403.41
838,118,Quod Bowl,Starters,232.01
839,84,Pariatur Deluxe,Starters,179.19
840,7,Aspernatur Combo,Main Course,392.14
841,22,Tempore Thali,Main Course,663.35
842,14,Accusamus Special,Combos,496.23
843,79,Voluptates Deluxe,Main Course,653.34
844,55,Dolores Combo,Sides,293.18
845,88,Blanditiis Bowl,Breads,291.19
846,102,Praesentium Deluxe,Starters,494.81
847,43,Nostrum Special,Main Course,255.42
848,97,Tenetur Platter,Breads,572.22
849,71,Iure Deluxe,Combos,232.73
850,75,Recusandae Special,Breads,124.98
851,109,Consequatur Wrap,Sides,633.25
852,3,Quia Platter,Main Course,54.76
853,23,Animi Special,Desserts,362.17
854,104,Eum Thali,Combos,569.27
855,27,Error Deluxe,Desserts,442.32
856,53,Voluptate Deluxe,Breads,507.9
857,5,Reiciendis Bowl,Breads,587.9
858,79,Pariatur Special,Desserts,310.89
859,1,Fugit Bowl,Rice & Biryani,193.93
860,68,Aperiam Special,Beverages,697.05
861,70,Autem Bowl,Rice & Biryani,398.16
862,81,Vitae Wrap,Rice & Biryani,257.32
863,25,Hic Special,Breads,563.93
864,117,Quisquam Platter,Combos,182.24
865,86,Recusandae Special,Starters,533.65
866,37,Unde Deluxe,Sides,238.54
867,79,Aliquid Thali,Combos,82.49
868,95,Dolorum Special,Breads,168.53
869,4,Ipsam Platter,Main Course,103.14
870,31,Ad Wrap,Combos,494.53
871,42,Eos Platter,Rice & Biryani,610.32
872,115,Repudiandae Combo,Rice & Biryani,634.23
873,42,Dicta Deluxe,Main Course,227.84
874,53,Nam Thali,Rice & Biryani,331.65
875,29,Autem Special,Combos,488.82
876,7,In Platter,Breads,212.12
877,79,Dolorem Platter,Breads,340.5
878,18,Recusandae Platter,Rice & Biryani,524.02
879,35,Excepturi Deluxe,Beverages,145.41
880,89,Reiciendis Bowl,Starters,260.45
881,15,Molestias Thali,Combos,393.93
882,22,Veritatis Thali,Beverages,214.89
883,38,Quis Bowl,Breads,642.16
884,82,Iure Bowl,Breads,483.59
885,71,Molestiae Thali,Rice & Biryani,114.86
886,110,Deserunt Bowl,Combos,696.65
887,28,Voluptas Bowl,Combos,677.74
888,36,Beatae Special,Sides,602.13
889,32,Provident Deluxe,Beverages,375.69
890,29,Laborum Bowl,Breads,735.32
891,115,Asperiores Special,Sides,785.14
892,6,Consequuntur Platter,Starters,369.27
893,51,Nostrum Platter,Main Course,389.33
894,31,Eveniet Special,Starters,569.87
895,53,Autem Deluxe,Breads,318.8
896,31,Laboriosam Wrap,Main Course,61.95
897,86,Sed Combo,Breads,577.48
898,110,Sint Bowl,Starters,782.32
899,60,Saepe Thali,Breads,705.65
900,52,Nam Deluxe,Beverages,520.11
901,91,Itaque Wrap,Starters,695.29
902,10,Aliquam Platter,Beverages,448.19
903,38,Tempora Platter,Desserts,573.54
904,79,Fugit Bowl,Rice & Biryani,640.77
905,11,Odio Bowl,Beverages,601.82
906,8,Porro Bowl,Beverages,715.98
907,15,Eum Platter,Beverages,399.01
908,6,Magnam Combo,Beverages,181.45
909,72,Quod Wrap,Main Course,470.57
910,100,Minus Deluxe,Breads,785.94
911,31,Non Bowl,Main Course,536.78
912,95,Ea Thali,Rice & Biryani,614.88
913,98,Vero Deluxe,Beverages,314.53
914,35,Reprehenderit Bowl,Sides,257.86
915,9,Ut Combo,Beverages,389.31
916,65,Modi Bowl,Main Course,402.62
917,69,Blanditiis Wrap,Desserts,388.98
918,48,Sit Thali,Main Course,191.27
919,114,Impedit Platter,Main Course,110.13
920,115,Expedita Deluxe,Desserts,768.69
921,10,Aut Special,Breads,256.96
922,90,Blanditiis Deluxe,Combos,162.87
923,27,Fugiat Bowl,Starters,269.88
924,88,Dolor Bowl,Breads,405.43
925,54,Modi Platter,Starters,268.64
926,9,Tempora Special,Rice & Biryani,676.21
927,67,Dolor Wrap,Beverages,358.77
928,44,Molestias Wrap,Beverages,414.61
929,86,Ipsum Wrap,Combos,393.51
930,73,Magni Deluxe,Desserts,178.8
931,34,Corrupti Deluxe,Combos,328.93
932,37,Consectetur Thali,Starters,161.25
933,37,Ab Platter,Breads,513.97
934,21,Inventore Wrap,Desserts,186.71
935,23,Numquam Thali,Breads,170.94
936,15,Magni Special,Beverages,480.89
937,57,Fugit Combo,Beverages,188.37
938,72,Corporis Wrap,Starters,549.16
939,45,Delectus Deluxe,Beverages,386.32
940,21,Commodi Bowl,Desserts,141.12
941,4,Ea Platter,Combos,626.39
942,59,Non Combo,Breads,53.22
943,95,Occaecati Bowl,Beverages,535.43
944,38,Quos Platter,Desserts,777.2
945,97,Quos Bowl,Breads,649.68
946,94,Quam Platter,Beverages,566.86
947,94,Nemo Platter,Starters,154.57
948,71,Corporis Special,Desserts,68.6
949,80,Alias Thali,Rice & Biryani,384.48
950,12,Commodi Combo,Starters,506.11
951,25,Libero Bowl,Rice & Biryani,635.96
952,99,Quod Combo,Rice & Biryani,66.91
953,69,Consectetur Thali,Combos,557.8
954,12,Saepe Bowl,Sides,195.84
955,41,Sapiente Bowl,Starters,731.34
956,47,Itaque Platter,Breads,586.97
957,55,Molestiae Combo,Sides,329.62
958,37,Accusantium Combo,Beverages,281.06
959,58,Illum Thali,Main Course,211.77
960,114,Neque Platter,Sides,652.76
961,37,Molestias Deluxe,Sides,596.45
962,54,Blanditiis Deluxe,Main Course,157.73
963,39,Ratione Platter,Beverages,99.59
964,76,Exercitationem Thali,Sides,116.34
965,53,Rem Wrap,Desserts,360.89
966,72,Quasi Platter,Breads,199.44
967,107,Dolores Platter,Desserts,465.4
968,6,Vitae Thali,Desserts,675.94
969,39,Modi Platter,Combos,218.39
970,102,Dolores Special,Breads,247.01
971,82,Deserunt Thali,Combos,143.13
972,86,Fugiat Combo,Sides,184.53
973,117,Incidunt Wrap,Rice & Biryani,71.33
974,98,Fugiat Combo,Combos,795.75
975,9,Possimus Bowl,Beverages,485.8
976,73,Dignissimos Platter,Desserts,521.0
977,61,At Wrap,Main Course,329.9
978,94,Doloremque Bowl,Starters,683.96
979,21,Nostrum Bowl,Starters,159.6
980,60,Harum Wrap,Breads,318.04
981,7,Nihil Combo,Beverages,364.64
982,117,In Combo,Starters,267.39
983,68,Perspiciatis Wrap,Main Course,435.4
984,99,Autem Wrap,Breads,623.52
985,77,Magni Thali,Breads,457.78
986,112,Explicabo Combo,Desserts,253.59
987,90,Expedita Wrap,Beverages,121.88
988,75,Sunt Combo,Breads,59.67
989,67,Possimus Combo,Beverages,634.11
990,53,Saepe Combo,Breads,126.81
991,20,Sint Bowl,Rice & Biryani,673.68
992,102,Eius Bowl,Main Course,363.01
993,118,Officia Special,Main Course,664.13
994,119,Corrupti Special,Combos,311.16
995,89,Deleniti Combo,Breads,662.78
996,114,Incidunt Bowl,Beverages,179.16
997,39,Ab Special,Main Course,216.77
998,110,Nam Wrap,Breads,566.04
999,40,Iusto Deluxe,Rice & Biryani,147.66
1000,11,Sit Platter,Main Course,108.3
1001,100,Modi Platter,Sides,81.89
1002,14,Iure Special,Starters,401.81
1003,117,Nulla Combo,Starters,99.69
1004,86,Iusto Special,Main Course,636.78
1005,118,Non Bowl,Rice & Biryani,490.7
1006,26,Totam Deluxe,Beverages,71.94
1007,19,Saepe Thali,Desserts,761.59
1008,45,Deleniti Combo,Breads,691.35
1009,100,In Wrap,Rice & Biryani,428.68
1010,9,Iste Special,Starters,446.63
1011,92,Sed Deluxe,Desserts,178.83
1012,97,Voluptate Bowl,Starters,780.18
1013,13,Eligendi Deluxe,Combos,324.85
1014,76,Perferendis Deluxe,Combos,555.14
1015,14,Ipsam Deluxe,Beverages,785.98
1016,55,Dolorum Deluxe,Rice & Biryani,355.68
1017,98,Nam Combo,Main Course,399.43
1018,67,Ipsum Deluxe,Combos,621.71
1019,91,Illum Combo,Starters,111.69
1020,64,Voluptate Special,Sides,262.71
1021,77,Tempora Wrap,Desserts,565.28
1022,108,Porro Platter,Rice & Biryani,465.44
1023,38,Repellat Thali,Sides,191.59
1024,9,Exercitationem Thali,Combos,754.31
1025,48,Itaque Deluxe,Starters,799.04
1026,63,Minus Wrap,Main Course,347.28
1027,67,Hic Wrap,Main Course,139.41
1028,51,Mollitia Platter,Main Course,606.07
1029,115,Maiores Deluxe,Main Course,322.78
1030,26,Cum Combo,Rice & Biryani,496.22
1031,52,Recusandae Special,Rice & Biryani,678.58
1032,93,Eligendi Platter,Desserts,623.61
1033,99,Rerum Bowl,Desserts,617.23
1034,103,Quisquam Wrap,Sides,317.07
1035,86,Ducimus Bowl,Sides,790.64
1036,66,Vero Combo,Breads,626.0
1037,14,Quo Special,Desserts,417.01
1038,30,Alias Wrap,Breads,72.29
1039,95,Officiis Special,Main Course,423.6
1040,4,Voluptatum Deluxe,Sides,503.44
1041,42,Eos Deluxe,Desserts,516.48
1042,13,Nulla Thali,Main Course,545.81
1043,67,Illum Thali,Combos,644.55
1044,26,Voluptate Combo,Combos,417.69
1045,34,Atque Bowl,Beverages,657.11
1046,70,Nemo Bowl,Starters,764.44
1047,5,Veniam Platter,Main Course,337.72
1048,41,Praesentium Thali,Sides,381.92
1049,5,Deserunt Special,Breads,467.5
1050,111,Tempora Thali,Desserts,713.53
1051,22,Incidunt Platter,Sides,150.87
1052,92,Excepturi Platter,Combos,623.01
1053,73,Explicabo Wrap,Combos,545.06
1054,88,Unde Bowl,Combos,406.93
1055,110,Dolor Deluxe,Starters,343.54
1056,64,Nisi Bowl,Sides,512.7
1057,46,Minus Thali,Desserts,290.36
1058,4,Aut Bowl,Starters,146.15
1059,47,Occaecati Combo,Starters,623.9
1060,81,Sapiente Combo,Sides,123.01
1061,45,Perferendis Combo,Sides,313.45
1062,85,Reprehenderit Deluxe,Rice & Biryani,225.97
1063,40,Natus Bowl,Main Course,732.79
1064,9,Quibusdam Thali,Desserts,135.85
1065,22,Quae Special,Beverages,78.03
1066,85,Voluptate Thali,Sides,476.04
1067,116,Nihil Platter,Desserts,65.3
1068,61,Quisquam Bowl,Starters,789.32
1069,49,Amet Bowl,Sides,291.82
1070,13,Magni Thali,Combos,125.04
1071,87,Voluptates Deluxe,Beverages,422.55
1072,104,Quidem Thali,Beverages,174.97
1073,39,Saepe Combo,Sides,201.32
1074,82,Tempore Thali,Main Course,680.29
1075,69,Blanditiis Deluxe,Desserts,248.87
1076,39,Corrupti Bowl,Sides,653.45
1077,80,Expedita Wrap,Main Course,588.28
1078,75,Unde Special,Beverages,255.02
1079,73,Vel Thali,Combos,370.33
1080,45,Libero Thali,Main Course,538.65
1081,39,Doloremque Bowl,Desserts,374.68
1082,70,Tenetur Combo,Rice & Biryani,360.74
1083,33,Similique Bowl,Combos,553.67
1084,71,Aperiam Deluxe,Starters,520.88
1085,67,Recusandae Thali,Breads,482.63
1086,28,Tenetur Wrap,Combos,250.95
1087,82,Veritatis Bowl,Sides,750.98
1088,94,Tenetur Wrap,Starters,441.7
1089,47,Natus Platter,Breads,230.28
1090,96,Iure Wrap,Desserts,683.09
1091,53,Non Combo,Main Course,525.45
1092,109,Corrupti Platter,Desserts,667.78
1093,83,Accusamus Deluxe,Desserts,565.14
1094,31,Consequuntur Platter,Rice & Biryani,135.17
1095,25,Facilis Special,Rice & Biryani,647.78
1096,40,Est Platter,Combos,469.87
1097,56,Quaerat Platter,Starters,201.49
1098,35,Quas Deluxe,Starters,243.8
1099,103,Quos Combo,Breads,533.22
1100,6,Repellendus Wrap,Combos,636.68
1101,8,Voluptas Thali,Main Course,285.43
1102,39,Repellat Thali,Main Course,725.43
1103,53,Est Combo,Main Course,347.67
1104,108,Occaecati Wrap,Breads,227.03
1105,74,Minima Wrap,Main Course,441.47
1106,107,Mollitia Bowl,Desserts,422.34
1107,12,Officiis Deluxe,Main Course,629.89
1108,41,Veritatis Combo,Sides,654.38
1109,96,Repudiandae Deluxe,Sides,213.51
1110,14,Voluptas Deluxe,Rice & Biryani,777.44
1111,57,Provident Platter,Desserts,697.17
1112,8,Distinctio Platter,Beverages,574.71
1113,15,Laborum Combo,Sides,406.14
1114,32,Alias Combo,Breads,322.25
1115,92,Perspiciatis Combo,Desserts,65.81
1116,116,Corporis Bowl,Starters,681.1
1117,85,Impedit Thali,Starters,568.01
1118,101,Nesciunt Wrap,Rice & Biryani,239.74
1119,50,Blanditiis Combo,Beverages,727.37
1120,88,Cum Special,Rice & Biryani,693.24
1121,50,Dicta Special,Sides,745.63
1122,118,Laudantium Combo,Desserts,117.69
1123,106,Ipsa Thali,Rice & Biryani,273.07
1124,111,Laboriosam Deluxe,Combos,523.51
1125,113,Odit Thali,Sides,641.99
1126,36,Enim Thali,Main Course,667.4
1127,63,Quasi Platter,Sides,744.87
1128,43,Perspiciatis Wrap,Sides,707.57
1129,105,Laudantium Special,Breads,573.86
1130,65,Pariatur Special,Beverages,365.65
1131,94,Consequatur Thali,Beverages,389.95
1132,4,Nulla Thali,Starters,531.03
1133,24,Voluptatem Wrap,Combos,643.26
1134,18,Odio Special,Sides,200.06
1135,40,Ipsum Combo,Main Course,133.12
1136,32,Atque Bowl,Breads,685.22
1137,88,In Platter,Beverages,388.62
1138,112,Aperiam Wrap,Breads,245.51
1139,88,Voluptatum Bowl,Beverages,649.65
1140,26,Cum Special,Sides,325.7
1141,51,Adipisci Platter,Rice & Biryani,65.55
1142,3,Laboriosam Bowl,Rice & Biryani,730.13
1143,60,Tenetur Deluxe,Desserts,575.95
1144,22,Corrupti Special,Sides,513.5
1145,77,Veritatis Combo,Breads,116.8
1146,48,Doloremque Deluxe,Main Course,60.59
1147,68,Exercitationem Platter,Combos,670.44
1148,64,Quas Special,Rice & Biryani,585.17
1149,25,Doloribus Thali,Desserts,265.97
1150,64,Quod Platter,Breads,373.48
1151,27,Dolore Bowl,Rice & Biryani,796.41
1152,37,Iure Wrap,Rice & Biryani,363.75
1153,53,Ratione Thali,Breads,71.58
1154,34,Nobis Deluxe,Combos,730.5
1155,48,Officiis Bowl,Combos,114.3
1156,61,Eveniet Deluxe,Beverages,780.8
1157,51,Necessitatibus Wrap,Rice & Biryani,585.0
1158,91,Suscipit Platter,Desserts,104.79
1159,72,Ea Special,Starters,299.65
1160,31,Ea Platter,Beverages,797.55
1161,86,Tempore Thali,Starters,54.02
1162,65,Unde Bowl,Sides,276.88
1163,51,Non Wrap,Beverages,149.18
1164,115,Nam Bowl,Starters,485.37
1165,34,Aliquam Deluxe,Combos,747.75
1166,113,Sint Platter,Breads,117.24
1167,91,Eius Bowl,Sides,156.35
1168,15,Odio Combo,Starters,783.89
1169,64,Rerum Thali,Desserts,610.87
1170,119,Nobis Platter,Desserts,727.09
1171,34,Molestias Bowl,Desserts,437.73
1172,56,Ab Deluxe,Beverages,602.65
1173,63,Voluptatibus Thali,Breads,466.76
1174,119,Error Wrap,Combos,89.92
1175,20,Enim Special,Rice & Biryani,187.36
1176,61,Hic Combo,Breads,579.47
1177,56,Voluptatibus Special,Combos,80.59
1178,46,At Wrap,Combos,393.32
1179,15,Repellat Thali,Breads,142.74
1180,12,Corporis Deluxe,Desserts,185.49
1181,22,Quidem Wrap,Desserts,472.44
1182,85,Ea Bowl,Rice & Biryani,487.66
1183,1,Maiores Bowl,Breads,362.31
1184,10,Itaque Deluxe,Combos,557.68
1185,114,Eius Combo,Starters,263.21
1186,88,Officia Special,Sides,330.17
1187,119,Cum Special,Beverages,165.33
1188,11,Fuga Platter,Combos,390.54
1189,35,Velit Bowl,Starters,297.07
1190,6,Porro Wrap,Combos,293.69
1191,94,Quia Wrap,Breads,208.53
1192,7,Tempore Thali,Desserts,292.38
1193,8,Ipsam Wrap,Main Course,460.37
1194,78,Saepe Platter,Main Course,349.14
1195,23,Molestias Deluxe,Sides,116.89
1196,110,Similique Deluxe,Breads,341.38
1197,52,Mollitia Combo,Breads,140.45
1198,63,Repudiandae Thali,Sides,601.92
1199,118,Cum Combo,Breads,319.28
1200,13,Laudantium Thali,Beverages,434.49
1201,63,Libero Platter,Sides,407.33
1202,73,Officia Bowl,Sides,117.67
1203,55,Sit Thali,Beverages,510.4
1204,56,Doloribus Wrap,Sides,119.71
1205,66,Veniam Combo,Combos,557.33
1206,83,Voluptatibus Wrap,Breads,748.0
1207,68,In Wrap,Main Course,268.03
1208,56,Sint Special,Combos,275.29
1209,17,Rerum Wrap,Desserts,681.15
1210,67,Blanditiis Platter,Desserts,476.4
1211,71,Veniam Special,Starters,435.06
1212,66,Deleniti Platter,Sides,120.86
1213,85,Ipsam Wrap,Desserts,316.59
1214,75,Cumque Special,Starters,135.45
1215,85,Excepturi Platter,Breads,639.63
1216,108,Inventore Platter,Starters,112.47
1217,113,Cum Wrap,Desserts,285.46
1218,93,Ducimus Platter,Combos,517.86
1219,34,Minima Combo,Breads,208.3
1220,11,Voluptate Wrap,Desserts,703.71
1221,14,Dicta Platter,Starters,54.39
1222,15,Quaerat Special,Breads,541.85
1223,59,Molestias Wrap,Sides,701.59
1224,96,Nihil Bowl,Combos,277.1
1225,105,Saepe Bowl,Beverages,568.0
1226,89,Deserunt Wrap,Sides,653.48
1227,12,Repellat Deluxe,Breads,60.41
1228,15,Molestiae Thali,Starters,572.02
1229,25,Nisi Thali,Starters,206.92
1230,84,Ea Deluxe,Rice & Biryani,376.84
1231,81,Placeat Thali,Rice & Biryani,114.57
1232,99,Tempora Platter,Breads,405.49
1233,3,Quidem Special,Breads,726.81
1234,95,Voluptate Wrap,Combos,772.9
1235,61,Tenetur Special,Combos,488.92
1236,26,Doloribus Combo,Sides,88.19
1237,2,Quos Special,Sides,784.62
1238,109,Doloremque Platter,Desserts,77.76
1239,52,Porro Platter,Combos,223.93
1240,8,Illo Bowl,Starters,366.5
1241,41,Deserunt Bowl,Main Course,250.89
1242,83,Ea Platter,Combos,137.71
1243,80,Ipsam Wrap,Beverages,386.24
1244,56,Odio Special,Breads,266.01
1245,25,Sit Platter,Beverages,378.58
1246,65,Asperiores Deluxe,Beverages,741.3
1247,110,Magnam Thali,Combos,148.37
1248,38,Accusamus Wrap,Sides,769.85
1249,107,Placeat Wrap,Beverages,646.98
1250,103,Deleniti Thali,Breads,516.38
1251,37,Earum Wrap,Main Course,550.29
1252,17,Molestiae Deluxe,Rice & Biryani,167.24
1253,63,Ratione Special,Sides,757.29
1254,64,Quae Combo,Rice & Biryani,207.07
1255,7,Ullam Special,Beverages,710.68
1256,46,Possimus Wrap,Breads,181.04
1257,111,Nemo Bowl,Starters,655.11
1258,44,Vitae Platter,Main Course,513.17
1259,16,Porro Bowl,Rice & Biryani,414.77
1260,44,Nesciunt Thali,Beverages,627.03
1261,99,Voluptatum Bowl,Desserts,722.24
1262,110,Numquam Wrap,Main Course,579.8
1263,119,Porro Platter,Combos,771.99
1264,97,Doloremque Special,Main Course,636.24
1265,79,Blanditiis Thali,Main Course,667.71
1266,6,Recusandae Bowl,Main Course,175.28
1267,16,Aliquam Thali,Rice & Biryani,733.24
1268,21,Est Wrap,Desserts,581.12
1269,98,Illum Bowl,Combos,599.41
1270,13,Aliquid Deluxe,Beverages,300.96
1271,18,Harum Special,Rice & Biryani,379.33
1272,54,Et Thali,Starters,233.99
1273,104,Quidem Platter,Beverages,265.07
1274,22,Illo Special,Desserts,329.33
1275,97,Dolores Platter,Beverages,522.08
1276,32,Officia Deluxe,Sides,640.41
1277,18,Recusandae Thali,Sides,360.06
1278,53,Possimus Platter,Beverages,757.81
1279,57,Quo Deluxe,Starters,588.22
1280,67,Quaerat Special,Main Course,303.73
1281,52,Culpa Thali,Breads,375.55
1282,51,Rem Thali,Starters,545.13
1283,83,Cum Deluxe,Starters,783.3
1284,92,Fugiat Thali,Desserts,364.48
1285,114,Quisquam Wrap,Desserts,591.16
1286,41,Maiores Combo,Starters,670.25
1287,116,Quis Bowl,Breads,575.22
1288,58,Animi Wrap,Rice & Biryani,715.68
1289,80,Nulla Thali,Combos,573.1
1290,114,Quisquam Thali,Sides,631.55
