order_id,customer_id,restaurant_id,rider_id,order_timestamp,status,payment_method,total_amount,delivery_time_minutes,discount_applied
7719,54,20,32,2025-06-18 17:55:00,delivered,card,5295.03,17,0.0
7720,18,1,,2025-01-17 11:32:00,cancelled,card,0.0,,95.84
7721,68,5,,2026-06-24 11:37:00,cancelled,wallet,1507.03,,265.95
7722,338,100,110,2025-11-15 20:08:00,delivered,cash,1902.42,65,0.0
7723,341,68,123,2025-01-17 20:49:00,delivered,upi,2561.33,34,0.0
7724,395,113,,2025-10-04 08:42:00,cancelled,netbanking,4610.36,,0.0
7725,399,25,134,2026-06-19 23:42:00,delivered,cash,2322.26,70,0.0
7726,123,40,56,2026-03-14 14:32:00,refunded,wallet,2149.0,15,113.11
7727,374,107,33,2026-04-03 16:12:00,delivered,wallet,2921.96,38,0.0
7728,346,72,46,2026-05-20 10:00:00,delivered,card,2103.76,52,110.72
7729,482,35,144,2026-04-24 19:24:00,delivered,cash,3438.39,58,0.0
7730,73,118,107,2025-06-28 17:54:00,delivered,upi,1351.32,61,238.47
7731,344,109,28,2026-05-21 18:25:00,delivered,netbanking,2991.47,23,0.0
7732,495,99,148,2025-07-10 08:01:00,delivered,card,1267.02,470,140.78
7733,183,75,148,2026-03-26 16:34:00,delivered,netbanking,1552.9,46,0.0
7734,16,26,121,2025-03-20 12:16:00,delivered,cash,1580.99,32,175.67
7735,368,14,100,2025-10-26 19:26:00,delivered,card,619.71,40,0.0
7736,437,68,89,2026-05-13 10:54:00,delivered,upi,918.22,24,0.0
7737,73,114,115,2025-08-03 11:39:00,delivered,card,1837.66,32,324.29
7738,289,95,114,2025-09-13 08:06:00,delivered,card,2409.95,22,425.29
7739,434,47,69,2026-01-31 13:59:00,delivered,upi,698.8,64,0.0
7740,499,61,90,2026-03-03 15:55:00,delivered,card,1492.02,28,0.0
7741,157,105,141,2026-02-26 17:09:00,delivered,wallet,2972.04,40,0.0
7742,249,96,24,2025-04-25 18:48:00,delivered,cash,1178.52,40,0.0
7743,342,39,109,2026-02-21 12:19:00,delivered,card,1475.86,42,163.98
7744,470,59,86,2025-09-19 09:38:00,delivered,cash,982.73,67,0.0
7745,257,76,31,2024-06-05 22:57:00,delivered,upi,2745.48,44,305.05
7746,7,55,61,2025-03-14 13:24:00,delivered,netbanking,1657.0,22,0.0
7747,100,90,27,2026-06-19 09:12:00,delivered,wallet,3667.03,32,0.0
7748,181,120,128,2025-03-21 21:06:00,delivered,cash,2214.22,50,0.0
7749,352,17,43,2024-05-21 21:07:00,delivered,cash,1705.13,17,0.0
7750,432,80,131,2024-04-14 11:01:00,delivered,netbanking,3278.44,35,0.0
7751,312,72,79,2024-07-30 17:06:00,delivered,upi,2587.7,15,0.0
7752,59,113,,2024-11-27 22:13:00,cancelled,netbanking,1548.5,,0.0
7753,68,33,70,2025-11-29 08:06:00,delivered,wallet,1486.1,60,0.0
7754,14,78,107,2025-05-16 12:21:00,delivered,wallet,513.66,27,128.42
7755,239,26,139,2025-04-16 17:08:00,refunded,cash,3313.68,52,0.0
7756,414,52,72,2025-05-17 12:40:00,delivered,wallet,1312.77,38,328.19
7757,396,10,3,2024-11-13 13:56:00,delivered,wallet,1125.23,27,281.31
7758,269,88,,2026-02-09 10:07:00,cancelled,cash,0.0,,0.0
7759,39,104,9,2026-02-05 17:30:00,delivered,card,3572.29,47,0.0
7760,270,11,67,2026-06-27 08:58:00,delivered,card,2416.97,61,0.0
7761,357,82,143,2025-07-11 10:05:00,delivered,netbanking,2870.2,69,0.0
7762,16,77,118,2025-09-04 10:27:00,delivered,wallet,454.38,45,0.0
7763,282,22,79,2026-04-30 17:25:00,delivered,netbanking,2268.06,31,0.0
7764,134,69,34,2026-05-30 23:41:00,delivered,cash,1452.37,58,0.0
7765,122,85,117,2026-04-09 09:25:00,delivered,netbanking,3908.88,29,0.0
7766,106,34,125,2025-12-12 16:33:00,refunded,card,661.42,44,0.0
7767,4,29,54,2025-10-30 09:05:00,delivered,wallet,2489.86,17,0.0
7768,136,47,34,2026-06-02 17:37:00,delivered,wallet,2926.85,64,0.0
7769,134,4,,2026-06-21 21:03:00,cancelled,upi,5661.81,,0.0
7770,438,70,,2025-01-08 15:06:00,cancelled,netbanking,1347.96,,0.0
7771,43,109,8,2025-10-20 08:25:00,delivered,cash,4496.88,22,0.0
7772,1,65,113,2025-06-03 20:16:00,delivered,card,2345.48,66,123.45
7773,48,48,,2024-02-03 13:50:00,cancelled,cash,910.98,,227.74
7774,96,71,121,2025-08-31 23:55:00,delivered,cash,1512.78,32,0.0
7775,293,14,63,2024-05-17 08:43:00,delivered,wallet,661.2,52,73.47
7776,202,83,26,2025-10-07 14:32:00,delivered,cash,3419.78,61,0.0
7777,264,109,69,2025-08-03 19:22:00,delivered,netbanking,479.57,26,53.29
7778,164,69,121,2025-02-20 23:52:00,delivered,card,1153.4,56,288.35
7779,149,16,115,2026-06-02 09:18:00,delivered,netbanking,1206.01,45,63.47
7780,499,90,7,2025-01-16 19:38:00,delivered,card,3491.61,18,0.0
7781,48,113,4,2024-03-12 21:18:00,delivered,cash,2158.21,48,0.0
7782,428,80,62,2026-01-08 19:42:00,delivered,wallet,4502.79,54,0.0
7783,204,26,36,2025-07-21 09:42:00,delivered,netbanking,1112.67,35,0.0
7784,2,79,124,2026-05-10 12:12:00,delivered,cash,1925.28,18,0.0
7785,241,61,57,2025-01-10 21:32:00,delivered,netbanking,2092.89,33,0.0
7786,443,99,133,2025-12-03 16:06:00,delivered,netbanking,1657.08,50,184.12
7787,290,75,109,2026-06-03 22:52:00,delivered,cash,4145.69,44,0.0
7788,116,114,81,2025-01-31 22:52:00,delivered,netbanking,584.33,25,0.0
7789,16,82,,2025-06-03 16:17:00,cancelled,netbanking,4073.63,,452.62
7790,62,85,149,2025-10-01 18:41:00,delivered,cash,3245.0,62,0.0
7791,120,25,21,2025-04-28 19:46:00,refunded,upi,2130.6,54,236.73
7792,489,14,40,2025-08-30 23:03:00,delivered,wallet,2981.0,55,0.0
7793,385,53,148,2024-03-09 10:21:00,delivered,upi,3759.79,47,0.0
7794,384,27,39,2026-06-28 18:06:00,delivered,cash,4093.38,15,0.0
7795,495,93,97,2024-06-27 14:58:00,delivered,card,1127.57,17,59.35
7796,279,4,34,2025-09-18 19:32:00,delivered,card,2659.92,47,0.0
7797,403,2,40,2024-08-26 21:58:00,delivered,netbanking,2951.4,40,0.0
7798,231,45,31,2025-02-05 12:11:00,delivered,cash,4910.03,58,0.0
7799,387,7,23,2025-01-07 20:05:00,delivered,upi,1199.68,39,0.0
7800,280,82,43,2025-08-15 11:16:00,delivered,upi,1771.78,42,196.86
7801,38,47,82,2025-10-03 09:26:00,delivered,netbanking,1474.85,68,77.62
7802,409,62,1,2025-05-13 22:32:00,delivered,wallet,811.54,58,202.88
7803,156,24,71,2025-04-03 09:27:00,delivered,card,2497.96,61,440.82
7804,107,57,37,2026-04-02 14:32:00,delivered,wallet,1536.13,68,384.03
7805,112,18,,2026-06-09 11:34:00,cancelled,card,1070.41,,188.9
7806,266,103,36,2025-05-12 08:36:00,delivered,cash,5017.69,56,0.0
7807,326,23,144,2026-06-01 20:02:00,delivered,wallet,2931.52,64,0.0
7808,24,58,75,2024-12-16 21:31:00,delivered,card,5121.54,59,0.0
7809,402,74,55,2026-05-29 11:16:00,delivered,netbanking,3275.27,44,818.82
7810,499,24,118,2025-11-20 23:24:00,delivered,card,3238.62,53,0.0
7811,73,69,5,2026-06-07 12:21:00,delivered,card,2206.19,461,551.55
7812,228,61,87,2025-10-04 08:59:00,delivered,cash,2315.63,18,0.0
7813,400,79,,2026-01-25 13:51:00,cancelled,netbanking,0.0,,27.34
7814,4,93,113,2026-06-19 19:32:00,delivered,cash,1105.2,50,276.3
7815,236,51,140,2025-09-19 14:52:00,delivered,netbanking,1517.52,23,379.38
7816,105,7,130,2025-06-26 19:54:00,delivered,cash,1014.71,16,112.75
7817,284,33,146,2025-08-18 16:52:00,delivered,card,3380.41,67,375.6
7818,163,117,9,2026-06-08 09:56:00,delivered,wallet,2996.47,18,528.79
7819,43,59,62,2026-05-13 08:50:00,in_progress,cash,1725.65,,90.82
7820,49,56,137,2026-06-02 23:57:00,delivered,netbanking,1664.24,35,416.06
7821,385,53,43,2024-07-25 20:31:00,delivered,wallet,2943.38,30,0.0
7822,230,110,131,2025-07-12 11:15:00,delivered,upi,2535.2,41,0.0
7823,419,79,100,2025-09-27 10:24:00,delivered,card,5179.95,16,0.0
7824,290,64,147,2026-05-10 13:09:00,delivered,wallet,2648.89,27,662.22
7825,150,92,70,2026-03-19 13:29:00,delivered,wallet,2393.3,45,125.96
7826,149,42,61,2026-06-07 15:38:00,delivered,upi,2648.55,15,662.14
7827,283,1,10,2026-02-28 20:36:00,delivered,wallet,1162.89,62,0.0
7828,179,44,134,2024-07-11 09:01:00,delivered,netbanking,1044.72,53,116.08
7829,472,22,62,2025-01-25 22:20:00,delivered,wallet,3594.95,40,0.0
7830,162,80,,2025-10-23 11:55:00,cancelled,wallet,1438.12,,0.0
7831,233,117,55,2024-03-29 20:06:00,delivered,netbanking,5589.17,23,0.0
7832,280,100,83,2026-04-20 16:57:00,delivered,netbanking,4862.16,69,255.9
7833,8,85,4,2025-07-28 20:19:00,delivered,netbanking,1853.06,28,0.0
7834,295,68,50,2025-08-05 21:14:00,delivered,wallet,3103.62,24,344.85
7835,183,49,136,2025-04-06 17:19:00,delivered,upi,2121.96,26,530.49
7836,255,7,16,2025-05-07 08:11:00,delivered,card,3380.46,61,0.0
7837,157,61,81,2025-07-04 20:14:00,delivered,wallet,3193.6,15,0.0
7838,466,50,52,2025-12-28 14:57:00,delivered,upi,3988.98,66,0.0
7839,413,78,129,2025-06-01 09:20:00,delivered,card,1138.37,60,284.59
7840,208,47,132,2024-06-03 22:40:00,delivered,wallet,1777.41,44,313.66
7841,371,54,32,2025-12-17 19:48:00,delivered,upi,1580.71,28,0.0
7842,129,90,,2026-06-14 10:24:00,cancelled,card,2953.07,,0.0
7843,414,74,28,2025-04-12 17:54:00,refunded,wallet,4394.1,39,0.0
7844,364,41,,2026-02-22 09:11:00,cancelled,cash,1863.89,,328.92
7845,489,57,147,2026-01-25 21:47:00,delivered,cash,2911.42,54,0.0
7846,23,10,117,2026-02-07 19:51:00,delivered,upi,1767.61,40,196.4
7847,345,62,23,2026-03-22 09:33:00,delivered,cash,2776.76,53,0.0
7848,321,120,110,2026-03-08 21:11:00,delivered,cash,1965.67,60,0.0
7849,387,19,81,2026-03-07 23:15:00,delivered,upi,2483.42,69,0.0
7850,26,59,27,2026-05-31 17:10:00,refunded,upi,815.2,23,0.0
7851,133,9,73,2026-04-20 16:49:00,delivered,card,1650.78,29,86.88
7852,180,14,120,2025-11-08 15:40:00,delivered,wallet,2040.63,69,0.0
7853,406,38,63,2026-04-10 12:34:00,delivered,card,1499.86,64,0.0
7854,423,39,24,2025-10-18 17:37:00,delivered,upi,878.83,46,0.0
7855,16,77,121,2025-05-29 19:39:00,delivered,cash,2325.25,52,0.0
7856,435,80,53,2026-06-02 19:06:00,delivered,cash,1143.16,53,127.02
7857,411,16,114,2026-03-29 12:25:00,delivered,netbanking,1841.53,66,204.62
7858,14,33,54,2025-09-25 12:31:00,refunded,upi,2266.69,61,0.0
7859,437,21,19,2026-05-30 16:00:00,delivered,cash,2207.25,36,0.0
7860,100,59,95,2026-06-25 21:12:00,in_progress,cash,901.51,,47.45
7861,27,110,40,2025-07-16 09:19:00,delivered,wallet,1810.84,46,201.2
7862,353,90,86,2025-02-17 20:42:00,refunded,upi,1839.02,33,459.76
7863,340,80,,2025-05-30 10:17:00,cancelled,netbanking,0.0,,0.0
7864,446,46,73,2026-05-16 22:39:00,in_progress,cash,2807.33,,0.0
7865,385,91,136,2024-04-06 18:57:00,delivered,cash,5342.92,46,0.0
7866,7,38,117,2026-06-07 14:56:00,delivered,cash,352.6,53,0.0
7867,206,82,141,2026-03-24 19:21:00,delivered,cash,5402.24,64,0.0
7868,83,76,95,2026-03-19 08:27:00,delivered,wallet,2129.74,47,532.44
7869,126,104,11,2026-06-20 09:44:00,delivered,cash,3464.45,19,866.11
7870,490,26,74,2026-02-25 12:24:00,delivered,card,2053.46,35,0.0
7871,206,113,2,2025-09-15 11:55:00,delivered,cash,1880.91,55,0.0
7872,451,39,19,2026-03-11 23:43:00,refunded,netbanking,4698.72,35,0.0
7873,84,79,,2024-12-09 12:27:00,cancelled,upi,5787.0,,0.0
7874,76,99,93,2025-08-07 15:37:00,delivered,upi,3251.11,53,573.73
7875,106,110,146,2025-08-07 16:07:00,delivered,upi,3433.01,39,180.69
7876,265,4,9,2025-12-02 10:19:00,delivered,upi,1343.92,50,149.32
7877,141,58,84,2026-02-16 16:23:00,delivered,netbanking,1927.64,28,481.91
7878,395,72,28,2026-03-29 13:32:00,delivered,cash,2147.71,69,0.0
7879,433,75,51,2026-03-04 13:57:00,delivered,card,4903.11,60,0.0
7880,312,29,110,2025-12-24 14:19:00,delivered,cash,1204.17,18,212.5
7881,431,53,40,2026-06-28 23:24:00,delivered,upi,1484.67,54,0.0
7882,79,104,33,2025-07-21 14:12:00,delivered,cash,4058.95,57,0.0
7883,111,33,109,2025-01-16 20:36:00,refunded,card,1169.53,66,129.95
7884,243,97,91,2025-02-27 15:35:00,delivered,netbanking,4837.18,60,537.47
7885,463,22,137,2026-01-22 15:07:00,delivered,card,418.35,21,0.0
7886,222,109,50,2024-08-31 12:52:00,delivered,wallet,3025.18,55,756.3
7887,416,46,103,2026-03-14 11:55:00,delivered,cash,6644.68,43,0.0
7888,186,9,69,2024-12-25 10:41:00,in_progress,wallet,2226.07,,0.0
7889,103,25,,2026-06-01 20:48:00,cancelled,cash,0.0,,0.0
7890,157,114,,2025-01-20 20:58:00,cancelled,cash,1438.84,,359.71
7891,35,6,17,2024-11-17 09:16:00,delivered,upi,1730.3,22,0.0
7892,348,65,28,2026-05-21 17:24:00,delivered,cash,2442.47,67,0.0
7893,429,45,,2026-05-25 22:22:00,cancelled,netbanking,4889.7,,0.0
7894,210,19,82,2026-05-06 23:09:00,delivered,card,2099.1,68,110.48
7895,142,90,52,2026-06-18 08:27:00,delivered,netbanking,1948.6,19,0.0
7896,279,51,6,2025-02-26 10:45:00,delivered,cash,873.36,54,0.0
7897,85,102,,2026-01-29 13:16:00,cancelled,netbanking,4344.95,,0.0
7898,326,76,94,2026-05-23 23:52:00,delivered,upi,3175.31,69,0.0
7899,423,114,134,2026-01-11 16:53:00,delivered,cash,2215.44,30,0.0
7900,183,5,131,2025-05-01 21:05:00,delivered,upi,3761.59,43,663.81
7901,437,52,125,2026-04-04 21:38:00,delivered,card,3184.84,24,562.03
7902,252,20,60,2024-06-16 21:08:00,delivered,wallet,2512.02,62,0.0
7903,488,87,111,2026-06-16 15:28:00,delivered,card,3240.69,57,0.0
7904,57,106,136,2024-11-08 08:24:00,delivered,cash,1085.58,37,0.0
7905,356,100,73,2025-07-26 16:49:00,delivered,upi,2751.23,19,0.0
7906,231,99,63,2024-03-23 19:48:00,delivered,cash,1404.9,60,156.1
7907,320,96,116,2026-01-07 17:38:00,delivered,wallet,392.91,,20.68
7908,87,15,95,2026-02-22 12:56:00,delivered,upi,3203.79,69,0.0
7909,210,45,115,2025-05-30 17:33:00,delivered,wallet,599.41,33,0.0
7910,463,60,49,2026-03-23 18:03:00,in_progress,card,1467.53,,0.0
7911,491,24,,2025-05-05 19:15:00,cancelled,cash,980.08,,0.0
7912,152,118,98,2025-12-04 22:27:00,delivered,cash,1632.93,36,0.0
7913,301,93,59,2026-06-20 16:55:00,delivered,cash,1199.35,23,0.0
7914,467,101,52,2026-04-22 12:50:00,delivered,card,3447.13,29,0.0
7915,42,71,145,2025-03-11 08:46:00,delivered,netbanking,1276.04,63,319.01
7916,402,57,23,2026-05-05 17:28:00,delivered,netbanking,2050.53,19,0.0
7917,245,80,55,2026-02-19 13:23:00,delivered,upi,1213.9,33,0.0
7918,260,64,49,2025-06-15 23:27:00,delivered,cash,3083.1,61,0.0
7919,139,12,,2024-04-03 22:43:00,cancelled,cash,0.0,,0.0
7920,119,21,124,2025-12-05 20:13:00,delivered,cash,3040.72,47,0.0
7921,95,73,25,2026-03-11 22:36:00,delivered,cash,1728.25,31,0.0
7922,172,104,15,2026-06-16 12:22:00,delivered,wallet,2942.95,49,327.0
7923,324,73,112,2026-03-04 14:39:00,delivered,card,1065.79,52,0.0
7924,119,55,121,2026-04-27 16:18:00,delivered,cash,5391.86,22,0.0
7925,15,109,46,2026-05-19 19:54:00,delivered,card,5914.44,23,0.0
7926,220,3,64,2026-05-26 10:38:00,delivered,upi,4799.45,65,0.0
7927,56,83,32,2025-09-21 21:05:00,delivered,netbanking,1042.75,63,184.02
7928,294,80,19,2026-06-05 23:46:00,delivered,netbanking,4522.57,30,1130.64
7929,60,42,113,2024-08-25 13:51:00,delivered,netbanking,1684.82,36,0.0
7930,368,43,132,2026-05-08 16:57:00,delivered,cash,4891.93,56,0.0
7931,231,17,107,2025-08-07 08:09:00,delivered,wallet,772.72,58,0.0
7932,68,13,148,2025-03-03 18:54:00,refunded,wallet,2325.67,56,122.4
7933,476,50,94,2025-03-07 17:09:00,delivered,upi,664.04,56,0.0
7934,330,12,,2025-01-08 08:57:00,cancelled,cash,0.0,,0.0
7935,375,51,,2024-05-07 22:55:00,cancelled,card,1421.88,,0.0
7936,354,75,30,2025-08-02 15:22:00,delivered,upi,2934.38,30,0.0
7937,109,81,114,2025-05-03 18:51:00,delivered,upi,419.47,30,0.0
7938,143,49,81,2024-07-28 14:42:00,delivered,card,1297.04,43,228.89
7939,2,99,101,2025-03-19 10:58:00,delivered,card,1651.79,48,0.0
7940,321,42,89,2026-04-23 16:03:00,delivered,upi,2274.21,68,0.0
7941,476,9,37,2026-04-03 18:57:00,delivered,cash,1333.54,50,0.0
7942,352,75,122,2025-08-06 21:58:00,delivered,cash,1063.45,35,0.0
7943,257,31,10,2024-06-07 08:52:00,delivered,netbanking,2447.45,55,0.0
7944,43,2,107,2025-11-17 17:59:00,delivered,card,1608.16,31,0.0
7945,59,78,72,2025-01-25 15:19:00,delivered,upi,2314.93,65,257.21
7946,15,112,117,2024-02-09 13:35:00,delivered,cash,988.98,58,174.53
7947,444,37,84,2025-03-04 15:30:00,delivered,card,1684.2,35,0.0
7948,227,46,,2025-08-05 22:33:00,cancelled,upi,0.0,,491.53
7949,478,91,94,2024-11-08 23:20:00,delivered,netbanking,1314.27,29,69.17
7950,351,22,106,2026-01-21 17:51:00,delivered,netbanking,3070.98,22,0.0
7951,39,108,128,2024-08-25 23:07:00,delivered,card,1098.03,27,57.79
7952,147,68,83,2026-05-29 19:55:00,delivered,card,1466.55,23,162.95
7953,40,66,67,2025-07-22 19:00:00,delivered,upi,3147.48,-9,0.0
7954,114,15,32,2026-03-26 09:54:00,delivered,wallet,2483.3,37,0.0
7955,389,69,43,2024-09-12 23:32:00,delivered,cash,1758.85,39,310.38
7956,172,4,110,2026-05-30 09:07:00,delivered,netbanking,1972.91,329,0.0
7957,35,51,110,2026-03-27 18:45:00,refunded,wallet,1031.62,36,182.05
7958,212,104,21,2024-06-01 23:53:00,delivered,wallet,1823.65,60,455.91
7959,200,36,20,2026-04-01 20:28:00,delivered,cash,2600.95,44,289.0
7960,95,92,10,2026-01-13 19:39:00,delivered,cash,2060.63,49,0.0
7961,403,117,43,2025-10-11 12:32:00,delivered,netbanking,5051.94,51,0.0
7962,224,64,30,2025-04-08 12:40:00,delivered,cash,3185.9,21,0.0
7963,181,91,24,2024-12-12 09:02:00,delivered,upi,457.94,37,0.0
7964,48,101,111,2024-11-21 20:01:00,delivered,cash,3409.05,35,0.0
7965,8,24,,2025-11-05 15:43:00,cancelled,card,4500.32,,0.0
7966,496,53,45,2026-02-21 20:21:00,delivered,card,4341.84,52,0.0
7967,254,51,41,2025-06-02 16:00:00,delivered,wallet,457.92,32,0.0
7968,253,91,100,2026-05-03 21:29:00,delivered,netbanking,691.13,26,36.38
7969,375,2,125,2026-06-13 21:00:00,delivered,netbanking,406.85,38,101.71
7970,319,15,46,2024-07-21 15:03:00,delivered,card,4441.06,15,0.0
7971,246,67,106,2026-03-03 23:22:00,delivered,cash,1504.64,31,376.16
7972,22,90,16,2024-01-29 21:59:00,delivered,card,4269.82,51,0.0
7973,219,23,148,2025-01-06 20:42:00,delivered,cash,4773.45,27,0.0
7974,452,114,87,2026-04-26 09:50:00,delivered,cash,2318.45,33,122.02
7975,247,5,124,2026-05-15 22:00:00,delivered,wallet,4928.1,70,0.0
7976,353,38,15,2024-04-07 18:26:00,delivered,upi,1543.01,66,0.0
7977,326,56,53,2026-06-26 23:52:00,delivered,cash,3247.92,58,0.0
7978,328,62,46,2025-10-16 10:59:00,delivered,cash,1870.95,32,0.0
7979,291,30,46,2024-01-16 22:39:00,in_progress,netbanking,1998.15,,0.0
7980,307,105,102,2025-09-04 13:11:00,delivered,card,1953.33,19,0.0
7981,217,73,82,2026-02-15 19:44:00,delivered,wallet,791.95,66,0.0
7982,116,61,68,2026-01-09 22:45:00,delivered,cash,2673.47,48,0.0
7983,435,65,72,2025-11-05 22:15:00,delivered,card,2919.08,65,0.0
7984,216,16,119,2024-02-24 21:30:00,delivered,wallet,2851.78,16,503.26
7985,401,119,,2026-05-23 09:06:00,cancelled,cash,0.0,,0.0
7986,166,73,127,2024-10-31 15:45:00,delivered,card,1149.89,46,0.0
7987,30,17,93,2024-12-22 16:38:00,refunded,wallet,1828.96,39,0.0
7988,126,109,95,2025-12-21 22:17:00,delivered,netbanking,4979.84,43,0.0
7989,141,42,99,2026-05-27 12:51:00,delivered,card,3095.96,22,773.99
7990,56,4,23,2025-06-20 13:23:00,delivered,card,1466.33,36,162.93
7991,33,16,138,2025-01-14 22:21:00,delivered,netbanking,2565.14,43,452.67
7992,191,61,146,2026-05-06 12:28:00,delivered,card,1719.78,25,90.52
7993,408,95,49,2025-01-09 16:05:00,delivered,netbanking,3935.73,50,0.0
7994,91,49,38,2025-10-05 21:59:00,delivered,upi,2120.96,53,0.0
7995,117,55,139,2026-01-18 18:58:00,refunded,card,805.5,50,0.0
7996,433,6,,2025-10-10 10:29:00,cancelled,netbanking,4641.59,,0.0
7997,159,96,63,2025-08-19 21:43:00,delivered,upi,3779.73,22,0.0
7998,165,80,70,2026-04-21 23:12:00,delivered,netbanking,1828.73,62,96.25
7999,211,23,63,2026-06-23 14:35:00,delivered,wallet,1339.47,23,0.0
8000,70,9,49,2026-06-25 14:46:00,delivered,card,1419.33,64,354.83
8001,74,18,92,2025-02-26 16:28:00,delivered,wallet,2017.04,21,0.0
8002,496,11,29,2026-06-13 15:26:00,delivered,card,3642.96,39,0.0
8003,500,93,118,2026-03-27 20:34:00,delivered,wallet,3211.77,18,169.04
8004,222,14,,2026-05-04 12:53:00,cancelled,card,3384.9,,0.0
8005,22,95,128,2024-01-22 18:22:00,delivered,cash,1721.62,35,430.4
8006,299,30,127,2026-04-04 17:32:00,delivered,wallet,2502.88,24,0.0
8007,372,115,82,2025-10-30 14:39:00,delivered,card,4301.0,17,1075.25
8008,73,91,145,2025-06-23 08:39:00,delivered,wallet,1783.63,19,0.0
8009,433,14,34,2026-03-09 18:41:00,delivered,upi,2669.42,15,0.0
8010,278,96,128,2025-03-01 23:55:00,delivered,wallet,654.2,58,115.45
8011,37,117,21,2026-03-03 16:02:00,delivered,wallet,2323.08,33,0.0
8012,352,30,150,2024-09-21 18:51:00,delivered,card,3050.09,54,0.0
8013,289,109,65,2024-09-23 15:11:00,in_progress,card,2116.85,,0.0
8014,55,70,62,2025-11-04 14:49:00,delivered,upi,5571.27,25,0.0
8015,212,65,148,2026-01-12 13:27:00,refunded,wallet,4443.62,46,0.0
8016,220,57,133,2026-03-04 19:07:00,delivered,cash,285.5,57,50.38
8017,493,84,63,2025-02-26 09:39:00,delivered,wallet,1099.58,21,0.0
8018,13,109,44,2026-02-10 16:13:00,delivered,cash,3875.79,56,430.64
8019,188,36,87,2024-12-21 16:44:00,delivered,card,2410.85,34,0.0
8020,227,14,131,2024-06-16 09:36:00,delivered,card,437.96,58,23.05
8021,254,100,15,2025-11-25 10:23:00,refunded,wallet,4251.13,62,0.0
8022,72,5,,2025-09-11 20:05:00,cancelled,wallet,0.0,,0.0
8023,190,96,117,2025-10-09 14:07:00,delivered,upi,1542.19,49,0.0
8024,458,112,142,2025-12-10 08:50:00,delivered,card,3084.14,28,162.32
8025,156,68,86,2026-05-06 08:39:00,delivered,upi,3720.88,48,0.0
8026,284,16,90,2026-03-17 17:13:00,delivered,cash,2663.17,54,0.0
8027,335,61,45,2025-02-12 13:27:00,delivered,cash,1160.1,28,0.0
8028,212,61,,2024-10-25 11:59:00,cancelled,netbanking,1225.65,,0.0
8029,263,60,47,2026-03-13 09:50:00,delivered,cash,4283.19,69,0.0
8030,324,57,2,2026-02-16 09:46:00,delivered,netbanking,3300.91,45,0.0
8031,180,36,55,2024-12-30 10:32:00,delivered,wallet,3518.56,56,620.92
8032,443,17,6,2026-02-24 17:57:00,delivered,netbanking,1139.94,37,284.99
8033,67,46,,2025-11-21 11:44:00,cancelled,upi,1735.25,,0.0
8034,205,45,,2026-05-21 17:00:00,cancelled,upi,0.0,,0.0
8035,35,111,39,2026-03-03 12:32:00,delivered,netbanking,2449.38,47,0.0
8036,180,12,131,2026-01-09 17:14:00,delivered,upi,2271.71,56,567.93
8037,100,69,25,2026-06-02 15:10:00,delivered,upi,1826.2,39,0.0
8038,347,10,49,2024-03-17 15:40:00,delivered,card,2251.43,61,250.16
8039,239,2,32,2026-06-29 18:11:00,delivered,upi,1788.8,42,0.0
8040,356,11,59,2026-01-05 19:30:00,delivered,wallet,3193.16,21,0.0
8041,486,73,58,2026-01-18 14:26:00,delivered,netbanking,3371.81,21,0.0
8042,258,93,,2025-10-04 15:39:00,cancelled,wallet,1247.48,,311.87
8043,409,61,64,2026-05-14 23:48:00,delivered,card,3433.3,67,0.0
8044,474,48,145,2025-12-07 08:24:00,delivered,cash,1424.4,28,0.0
8045,301,81,,2026-05-13 15:40:00,cancelled,cash,0.0,,0.0
8046,121,9,106,2026-02-18 08:33:00,delivered,cash,4197.99,37,0.0
8047,386,36,38,2026-01-17 18:49:00,delivered,upi,4551.88,69,0.0
8048,120,26,114,2025-08-04 16:08:00,delivered,card,5136.25,15,0.0
8049,38,83,130,2026-02-03 11:55:00,delivered,cash,3030.82,20,336.76
8050,347,53,39,2024-06-12 19:24:00,delivered,cash,3245.05,,0.0
8051,207,44,29,2026-03-06 19:25:00,delivered,upi,3345.73,54,0.0
8052,249,4,68,2026-06-11 20:25:00,delivered,card,3642.83,39,910.71
8053,316,15,78,2026-01-31 23:57:00,delivered,wallet,2961.11,20,0.0
8054,249,23,125,2026-04-19 23:09:00,delivered,cash,2675.44,24,0.0
8055,212,71,,2025-09-04 14:33:00,cancelled,card,1332.11,,0.0
8056,143,74,147,2024-07-13 20:54:00,delivered,card,2472.02,31,0.0
8057,347,16,127,2026-03-27 22:37:00,delivered,upi,1551.23,41,0.0
8058,113,104,99,2026-01-16 10:17:00,delivered,upi,1250.69,70,0.0
8059,299,28,19,2026-03-29 19:13:00,delivered,cash,1476.23,58,0.0
8060,186,96,73,2026-05-11 18:03:00,delivered,card,3461.18,42,0.0
8061,307,100,7,2024-04-02 12:57:00,delivered,cash,2482.35,47,0.0
8062,76,92,69,2025-04-03 12:38:00,delivered,wallet,3557.33,39,0.0
8063,139,13,91,2025-06-05 16:37:00,delivered,card,2241.84,25,0.0
8064,89,30,118,2026-06-16 18:23:00,delivered,wallet,864.0,16,45.47
8065,338,76,64,2025-11-08 17:12:00,delivered,upi,4013.69,27,445.96
8066,77,98,13,2026-03-21 21:23:00,delivered,card,2393.44,18,0.0
