review_id,order_id,rating,review_text,review_date
2057,12226,,Average experience.,2025-04-03
2058,21069,5,Would not recommend.,2026-04-14
2059,17949,3,Absolutely delicious.,2026-07-01
2060,23314,4,Food was cold on arrival.,2025-08-05
2061,9776,4,Average experience.,2026-03-31
2062,15328,4,Perfect as always.,2024-12-23
2063,14074,5,Perfect as always.,2025-06-28
2064,12989,4,Best biryani in town.,2025-04-11
2065,10812,3,Order was missing an item.,2026-04-19
2066,10254,4,Absolutely delicious.,2026-04-27
2067,5731,4,Absolutely delicious.,2025-10-05
2068,11849,,Value for money.,2025-12-27
2069,20080,4,Absolutely delicious.,2024-03-12
2070,24641,4,Fresh and tasty.,2026-04-11
2071,12941,5,Rider was polite and quick.,2026-05-02
2072,1326,3,Average experience.,2025-09-24
2073,2845,2,Would not recommend.,2025-03-30
2074,4919,5,Perfect as always.,2026-06-04
2075,6068,4,Would not recommend.,2026-06-15
2076,10080,3,Packaging could be better.,2025-05-10
2077,15109,4,Would not recommend.,2026-03-02
2078,18840,4,Would not recommend.,2024-12-05
2079,21489,5,Average experience.,2024-11-26
2080,15888,5,Portion size was small.,2025-11-11
2081,23326,5,Would not recommend.,2024-12-16
2082,2861,5,Rider was polite and quick.,2025-01-16
2083,950,5,"Loved it, will order again.",2026-02-25
2084,5031,4,Best biryani in town.,2026-06-30
2085,1014,4,Fresh and tasty.,2026-01-25
2086,24780,5,Packaging could be better.,2025-06-18
2087,6197,5,Would not recommend.,2025-11-11
2088,8015,5,Best biryani in town.,2026-01-20
2089,11072,5,Value for money.,2026-03-09
2090,6785,4,"Loved it, will order again.",2024-04-20
2091,2306,2,Packaging could be better.,2026-06-18
2092,20161,3,"Great food, arrived hot!",2025-12-09
2093,2203,3,Delivery was late but food was good.,2026-04-22
2094,149,5,Rider was polite and quick.,2026-04-02
2095,16958,,Order was missing an item.,2026-05-24
2096,15422,2,Perfect as always.,2026-05-09
2097,63,4,Absolutely delicious.,2026-05-10
2098,21070,5,Rider was polite and quick.,2025-08-25
2099,24465,4,Rider was polite and quick.,2026-01-12
2100,3723,5,"Loved it, will order again.",2026-03-15
2101,12272,4,"Loved it, will order again.",2025-07-23
2102,12515,1,Portion size was small.,2026-04-12
2103,15636,1,Would not recommend.,2026-06-21
2104,22730,5,"Loved it, will order again.",2024-03-12
2105,17251,5,Average experience.,2026-04-23
2106,21841,4,Perfect as always.,2025-04-17
2107,5908,4,Best biryani in town.,2026-05-17
2108,16955,5,Packaging could be better.,2024-07-03
2109,18018,5,"Loved it, will order again.",2024-03-07
2110,18744,4,Would not recommend.,2025-10-07
2111,18724,3,Delivery was late but food was good.,2024-12-28
2112,12782,3,Rider was polite and quick.,05/07/2026
2113,13640,3,Would not recommend.,2024-09-22
2114,3184,3,"Great food, arrived hot!",2026-01-25
2115,11266,,"Great food, arrived hot!",2025-10-17
2116,23540,4,Value for money.,2026-03-18
2117,3497,5,Fresh and tasty.,2024-04-04
2118,13091,5,"Loved it, will order again.",2026-03-25
2119,19241,4,Absolutely delicious.,2026-06-02
2120,17406,1,Rider was polite and quick.,2026-04-06
2121,13948,5,Packaging could be better.,2025-03-08
2122,14333,5,Fresh and tasty.,2026-06-29
2123,1911,4,"Loved it, will order again.",2025-11-06
2124,7458,5,Perfect as always.,2025-12-13
2125,12816,2,Order was missing an item.,2026-03-11
2126,23064,5,Perfect as always.,2024-03-05
2127,5148,3,Delivery was late but food was good.,2024-03-01
2128,6904,,Rider was polite and quick.,2025-04-01
2129,4781,2,Fresh and tasty.,2025-05-05
2130,8274,5,Average experience.,2024-09-11
2131,1477,4,Perfect as always.,2026-01-31
2132,21419,5,Average experience.,2026-04-29
2133,7402,5,Fresh and tasty.,2026-04-18
2134,18010,5,Food was cold on arrival.,2026-03-11
2135,5785,1,Rider was polite and quick.,2024-12-13
2136,21772,5,Portion size was small.,2026-02-21
2137,12057,4,"Loved it, will order again.",2026-02-22
2138,10695,4,Fresh and tasty.,2025-05-24
2139,20696,5,Fresh and tasty.,2025-11-09
2140,16386,5,Packaging could be better.,2026-04-11
2141,4773,5,Fresh and tasty.,2024-02-05
2142,24569,5,Delivery was late but food was good.,2026-04-30
2143,2223,1,Rider was polite and quick.,2026-04-01
2144,9987,4,Portion size was small.,2026-03-04
2145,14054,4,Delivery was late but food was good.,2026-02-28
2146,9159,5,"Great food, arrived hot!",2024-05-13
2147,1310,5,Delivery was late but food was good.,2025-02-08
2148,10405,5,Fresh and tasty.,2026-05-23
2149,18369,5,"Great food, arrived hot!",2025-03-25
2150,6196,4,Order was missing an item.,2026-06-02
2151,19102,4,"Loved it, will order again.",2025-06-21
2152,6838,4,Delivery was late but food was good.,2024-07-26
2153,3212,3,Portion size was small.,2026-06-19
2154,4375,5,"Great food, arrived hot!",2025-02-23
2155,7245,1,"Loved it, will order again.",2024-11-18
2156,4815,3,Food was cold on arrival.,2024-06-27
2157,12537,5,Best biryani in town.,2025-01-28
2158,11431,,Rider was polite and quick.,2024-10-12
2159,16410,5,Fresh and tasty.,2025-05-19
2160,18539,5,Food was cold on arrival.,2025-05-18
2161,5342,2,Delivery was late but food was good.,2026-05-05
2162,21922,4,Packaging could be better.,2025-06-18
2163,15070,4,"Loved it, will order again.",2026-04-25
2164,23194,2,Fresh and tasty.,2024-07-24
2165,5907,5,Would not recommend.,2024-11-01
2166,10827,2,Best biryani in town.,2025-06-24
2167,19426,2,"Great food, arrived hot!",2025-12-21
2168,20564,3,Absolutely delicious.,2025-12-19
2169,24193,3,Packaging could be better.,2026-06-21
2170,16097,5,Best biryani in town.,2025-06-06
2171,16648,2,Would not recommend.,2026-06-16
2172,14997,3,Food was cold on arrival.,2026-02-16
2173,15792,3,Fresh and tasty.,2025-11-18
2174,17606,5,Absolutely delicious.,2026-03-27
2175,12376,,Packaging could be better.,2026-06-07
2176,21410,5,Portion size was small.,2024-11-05
2177,19172,5,Value for money.,2024-07-24
2178,17095,4,Best biryani in town.,2026-07-01
2179,16496,,Average experience.,10/26/2025
2180,19857,5,Perfect as always.,2026-05-06
2181,22677,5,Portion size was small.,2025-03-16
2182,5642,1,Rider was polite and quick.,2026-05-19
2183,7596,4,Order was missing an item.,2026-04-04
2184,1988,5,Fresh and tasty.,2026-05-26
2185,20075,1,Perfect as always.,2026-05-12
2186,4938,4,Value for money.,2024-10-08
2187,12949,4,Fresh and tasty.,2024-04-26
2188,21376,5,Average experience.,2024-07-21
2189,1568,4,"Loved it, will order again.",2025-11-10
2190,24632,5,Food was cold on arrival.,2025-08-24
2191,12995,5,Value for money.,2025-02-06
2192,17501,4,Portion size was small.,2026-04-16
2193,15385,4,Would not recommend.,2025-06-24
2194,4280,4,Order was missing an item.,2026-05-05
2195,9686,5,Would not recommend.,2026-05-02
2196,3360,4,"Loved it, will order again.",2025-12-13
2197,4101,4,Fresh and tasty.,2025-07-02
2198,15531,5,Fresh and tasty.,2024-05-06
2199,16638,,Absolutely delicious.,2025-02-15
2200,9414,3,Delivery was late but food was good.,2024-12-18
2201,1638,5,Value for money.,2025-03-19
2202,595,5,Absolutely delicious.,2024-11-15
2203,16947,,Food was cold on arrival.,2026-03-29
2204,7452,4,Average experience.,2026-03-22
2205,14119,2,Delivery was late but food was good.,2025-09-01
2206,9720,5,Perfect as always.,2025-05-07
2207,22001,,Best biryani in town.,2025-04-25
2208,10468,5,Absolutely delicious.,2026-03-03
2209,19064,4,Perfect as always.,2026-04-27
2210,6309,,Delivery was late but food was good.,2026-06-02
2211,17306,4,Perfect as always.,2026-06-12
2212,14765,3,Best biryani in town.,2025-01-31
2213,24695,4,Best biryani in town.,2026-02-10
2214,15322,5,Food was cold on arrival.,2025-12-23
2215,13226,5,"Great food, arrived hot!",2026-02-12
2216,22635,3,Absolutely delicious.,2026-05-26
2217,21386,5,Order was missing an item.,2025-01-02
2218,15632,,Fresh and tasty.,2025-09-22
2219,8445,4,Value for money.,2024-02-17
2220,9426,5,Rider was polite and quick.,2026-04-18
2221,349,5,Packaging could be better.,2024-09-18
2222,15607,5,Average experience.,2026-04-06
2223,2853,2,Fresh and tasty.,2024-10-18
2224,19410,4,Portion size was small.,2024-07-09
2225,6624,4,Portion size was small.,2026-04-16
2226,6752,5,Average experience.,2026-02-17
2227,6950,,Average experience.,2026-01-07
2228,14528,3,Absolutely delicious.,2026-07-03
2229,62,5,Average experience.,2026-06-20
2230,5973,5,Order was missing an item.,2025-02-16
2231,10193,1,Delivery was late but food was good.,2025-07-16
2232,6352,2,Fresh and tasty.,2025-12-26
2233,17857,4,Absolutely delicious.,2026-03-27
2234,2058,3,Best biryani in town.,2025-09-20
2235,1932,4,Delivery was late but food was good.,2024-10-22
2236,4010,5,"Great food, arrived hot!",2025-10-15
2237,1450,5,Delivery was late but food was good.,2025-04-02
2238,13716,5,Rider was polite and quick.,2025-02-23
2239,3098,3,Rider was polite and quick.,2025-07-11
2240,1776,4,Value for money.,2026-02-09
2241,20945,4,Rider was polite and quick.,2025-03-31
2242,23358,5,Packaging could be better.,2024-11-13
2243,19802,5,"Great food, arrived hot!",2025-05-07
2244,396,5,Packaging could be better.,2025-02-19
2245,7071,,"Great food, arrived hot!",2025-09-15
2246,2506,4,Food was cold on arrival.,2025-05-24
2247,16719,3,Value for money.,2024-11-17
2248,3359,4,Value for money.,2025-03-21
2249,6818,5,Portion size was small.,2024-09-29
2250,6246,4,Best biryani in town.,2024-06-10
2251,2206,5,Order was missing an item.,2025-11-21
2252,17183,5,Perfect as always.,2026-03-19
2253,21224,,Would not recommend.,2024-04-10
2254,8324,4,Average experience.,2025-08-10
2255,9979,5,Would not recommend.,2025-05-25
2256,9891,3,Portion size was small.,2026-06-26
2257,20869,5,Average experience.,2025-01-11
2258,11264,4,Average experience.,2025-05-24
2259,22286,4,Food was cold on arrival.,2026-04-04
2260,18232,2,Perfect as always.,2024-09-13
2261,9066,3,Value for money.,2025-03-21
2262,11474,,"Loved it, will order again.",2026-05-14
2263,13871,,Order was missing an item.,2026-05-02
2264,19094,,Value for money.,2026-06-13
2265,13673,5,Best biryani in town.,2025-10-28
2266,9400,3,Would not recommend.,2026-05-25
2267,2256,5,Best biryani in town.,2026-06-21
2268,16790,5,Food was cold on arrival.,2025-03-22
2269,16869,1,Would not recommend.,2025-07-07
2270,15637,4,Delivery was late but food was good.,2025-05-15
2271,13232,4,Best biryani in town.,2025-10-20
2272,8763,5,Value for money.,2024-12-27
2273,16158,5,Fresh and tasty.,2026-02-08
2274,14738,3,Value for money.,2026-02-18
2275,7635,1,Delivery was late but food was good.,2026-04-12
2276,24874,4,Fresh and tasty.,2025-04-11
2277,4142,,Perfect as always.,2026-04-02
2278,23943,4,Perfect as always.,2026-01-27
2279,6604,3,Perfect as always.,2025-03-02
2280,15470,3,Fresh and tasty.,2026-04-29
2281,23888,5,"Great food, arrived hot!",2026-04-27
2282,18343,3,"Loved it, will order again.",2026-02-08
2283,21132,4,Would not recommend.,2026-05-06
2284,2587,4,Order was missing an item.,2025-08-03
2285,19240,5,Food was cold on arrival.,2026-04-29
2286,11243,1,Perfect as always.,2024-10-10
2287,12806,3,Absolutely delicious.,2025-03-05
2288,794,4,Order was missing an item.,2026-04-21
2289,9026,3,Would not recommend.,2026-06-07
2290,8345,5,Average experience.,2026-05-17
2291,16027,5,Delivery was late but food was good.,2024-02-02
2292,5657,3,Rider was polite and quick.,2026-03-28
2293,2886,4,Value for money.,2026-06-15
2294,7856,4,Rider was polite and quick.,2026-06-06
2295,24703,4,Delivery was late but food was good.,2026-03-23
2296,548,5,Perfect as always.,2026-04-25
2297,11414,4,Fresh and tasty.,2024-09-16
2298,10505,4,"Loved it, will order again.",2026-02-27
2299,21648,3,"Great food, arrived hot!",2026-04-08
2300,20783,5,Absolutely delicious.,04/20/2024
2301,20153,4,Would not recommend.,2026-07-06
2302,4423,5,Absolutely delicious.,2025-10-23
2303,22883,4,Portion size was small.,2025-10-17
2304,16891,4,Best biryani in town.,2026-05-04
2305,3845,5,"Great food, arrived hot!",2024-11-05
2306,16543,5,Absolutely delicious.,2026-05-03
2307,24194,2,Packaging could be better.,2025-08-16
2308,17097,,Food was cold on arrival.,2026-04-28
2309,22101,5,Fresh and tasty.,2025-12-01
2310,23643,5,Would not recommend.,2025-06-17
2311,6394,4,Delivery was late but food was good.,2026-06-21
2312,22081,3,Delivery was late but food was good.,2025-02-17
2313,12847,4,"Great food, arrived hot!",2026-03-06
2314,2095,4,Delivery was late but food was good.,2025-01-22
2315,12951,5,Average experience.,2025-12-18
2316,16570,4,Perfect as always.,2026-05-09
2317,8220,4,Portion size was small.,2025-04-07
2318,6965,5,Delivery was late but food was good.,2026-04-05
2319,18961,4,Rider was polite and quick.,2024-08-31
2320,13680,2,Absolutely delicious.,2024-06-11
2321,13749,4,Order was missing an item.,2024-06-27
2322,13843,,Fresh and tasty.,2026-03-05
2323,10783,3,Best biryani in town.,2024-01-19
2324,16164,4,Portion size was small.,2026-04-28
2325,7531,4,Fresh and tasty.,2026-05-01
2326,12049,1,Perfect as always.,2024-06-15
2327,7200,5,Order was missing an item.,2026-04-26
2328,5751,4,Order was missing an item.,2024-11-26
2329,12946,5,Portion size was small.,2025-09-29
2330,18745,4,Rider was polite and quick.,2026-05-22
2331,16371,4,Perfect as always.,2025-07-29
2332,8777,5,Average experience.,2026-01-04
2333,17434,1,Rider was polite and quick.,2025-01-17
2334,18514,5,Best biryani in town.,2026-05-20
2335,1955,4,"Great food, arrived hot!",2025-12-30
2336,22028,3,Fresh and tasty.,2025-10-14
2337,8549,3,Value for money.,2026-05-17
2338,14303,3,Would not recommend.,2026-05-23
2339,1570,5,"Great food, arrived hot!",2025-01-17
2340,9780,4,Packaging could be better.,2025-04-06
2341,11332,4,Absolutely delicious.,2026-06-19
2342,15410,4,Rider was polite and quick.,2026-07-02
2343,6281,5,Perfect as always.,2025-06-30
2344,8555,5,Value for money.,2026-02-10
2345,14109,4,Absolutely delicious.,2025-04-07
2346,19409,5,Delivery was late but food was good.,2025-04-22
2347,2716,4,Absolutely delicious.,2026-05-12
2348,1032,,Rider was polite and quick.,2026-06-21
2349,24272,3,Food was cold on arrival.,2025-10-16
2350,23242,4,Perfect as always.,2024-07-25
2351,16008,5,Delivery was late but food was good.,2026-06-14
2352,6532,4,"Great food, arrived hot!",2026-02-23
2353,14298,1,Would not recommend.,2024-11-28
2354,14401,3,Would not recommend.,2025-07-09
2355,17890,5,Best biryani in town.,2026-01-02
2356,4536,3,Perfect as always.,2025-10-28
2357,2056,5,Rider was polite and quick.,2024-10-12
2358,11411,1,Fresh and tasty.,2025-08-15
2359,6534,5,Packaging could be better.,2025-07-29
2360,2154,3,Perfect as always.,2025-10-01
2361,7085,3,Fresh and tasty.,2026-06-01
2362,21288,,Fresh and tasty.,2026-03-18
2363,452,4,Average experience.,2024-08-02
2364,13530,3,"Loved it, will order again.",2026-01-08
2365,16991,5,Absolutely delicious.,2024-07-27
2366,10368,1,"Loved it, will order again.",2025-12-22
2367,87,5,Delivery was late but food was good.,2026-02-03
2368,23731,3,Best biryani in town.,2025-03-04
2369,13595,2,Value for money.,2024-06-06
2370,9601,5,Best biryani in town.,2025-09-05
2371,21229,4,Fresh and tasty.,2026-06-14
2372,16677,5,Value for money.,2025-04-08
2373,11640,5,Best biryani in town.,2026-03-30
2374,4627,5,Value for money.,2026-02-07
2375,3873,2,Order was missing an item.,12/02/2025
2376,22354,3,Portion size was small.,2026-03-05
2377,6802,4,Packaging could be better.,2026-05-09
2378,15813,4,Packaging could be better.,2025-09-24
2379,18493,1,Order was missing an item.,2024-02-16
2380,9308,5,"Great food, arrived hot!",2026-06-15
2381,13400,5,Food was cold on arrival.,2025-10-14
2382,1408,5,Best biryani in town.,2026-05-04
2383,11110,3,Packaging could be better.,2025-07-16
2384,432,5,Rider was polite and quick.,2025-07-02
2385,20899,5,"Loved it, will order again.",2025-02-05
2386,11977,5,Rider was polite and quick.,2026-05-28
2387,15879,4,Packaging could be better.,2026-01-07
2388,8343,5,Delivery was late but food was good.,2025-11-14
2389,20491,3,Packaging could be better.,2026-04-03
2390,17955,4,Rider was polite and quick.,2025-01-31
2391,9730,4,Food was cold on arrival.,2025-12-31
2392,12962,1,Order was missing an item.,2025-11-21
2393,4644,3,Would not recommend.,2026-03-06
2394,23560,5,Packaging could be better.,2025-04-22
2395,2831,5,Rider was polite and quick.,2026-02-17
2396,7269,5,Best biryani in town.,2026-07-06
2397,1593,3,Portion size was small.,2025-04-24
2398,5687,4,Perfect as always.,2024-01-17
2399,5331,5,Best biryani in town.,2025-09-23
2400,2534,3,"Loved it, will order again.",2026-05-18
2401,13431,4,Delivery was late but food was good.,2025-04-06
2402,13687,1,"Loved it, will order again.",2026-05-17
2403,4085,4,Delivery was late but food was good.,2025-09-17
2404,7870,3,"Great food, arrived hot!",2026-02-28
2405,19329,5,Would not recommend.,2025-05-18
2406,6272,4,Portion size was small.,2025-09-28
2407,23123,5,Would not recommend.,2025-09-08
2408,9193,3,Would not recommend.,2024-08-04
2409,5568,5,Perfect as always.,2026-02-03
2410,15508,2,Perfect as always.,06/29/2026
2411,7148,4,Food was cold on arrival.,2024-06-29
2412,8557,,Rider was polite and quick.,2024-08-31
2413,3414,5,Packaging could be better.,2025-07-26
2414,22561,3,Food was cold on arrival.,2025-03-11
2415,423,5,Rider was polite and quick.,2026-06-23
2416,17471,3,Order was missing an item.,2025-08-22
2417,17836,2,Order was missing an item.,2025-07-21
2418,9487,4,Average experience.,2026-02-10
2419,2137,5,Packaging could be better.,2025-03-14
2420,12091,1,Order was missing an item.,2026-05-12
2421,4663,1,Order was missing an item.,2026-05-26
2422,21116,3,Food was cold on arrival.,2025-04-27
2423,11249,3,Would not recommend.,2026-06-29
2424,15880,2,Would not recommend.,2026-04-05
2425,5571,5,Would not recommend.,2025-08-28
2426,3773,4,Value for money.,2026-05-29
2427,24546,5,"Great food, arrived hot!",2025-08-20
2428,23804,5,Absolutely delicious.,2025-08-30
2429,1211,3,Would not recommend.,2026-01-06
2430,4252,5,Perfect as always.,2026-02-13
2431,3213,5,Food was cold on arrival.,2026-04-20
2432,3432,5,Order was missing an item.,2025-07-11
2433,20910,4,Rider was polite and quick.,2024-03-18
2434,913,3,Portion size was small.,2024-02-22
2435,24214,4,Order was missing an item.,2026-05-06
2436,8496,4,Perfect as always.,2026-04-16
2437,8130,5,Perfect as always.,2025-10-21
2438,24978,4,Perfect as always.,2025-03-20
2439,13246,5,"Loved it, will order again.",2026-03-09
2440,1350,5,Packaging could be better.,2025-05-25
2441,15828,5,Rider was polite and quick.,2025-10-06
2442,2762,4,Food was cold on arrival.,2025-08-18
2443,16562,4,Delivery was late but food was good.,2025-03-03
2444,19255,5,Best biryani in town.,2026-03-27
2445,10660,3,Average experience.,2025-01-06
2446,16981,5,Average experience.,2025-07-29
2447,7940,5,"Loved it, will order again.",2026-04-27
2448,9137,,Portion size was small.,2026-03-03
2449,228,4,Food was cold on arrival.,2026-06-15
2450,10089,4,Average experience.,2026-02-23
2451,6023,2,Rider was polite and quick.,2026-03-09
2452,15520,3,Order was missing an item.,2025-08-31
2453,18675,4,Order was missing an item.,2024-08-31
2454,9650,5,Average experience.,2026-05-02
2455,9305,4,Best biryani in town.,2026-03-16
2456,13351,5,Packaging could be better.,2025-04-02
2457,21200,5,Packaging could be better.,2026-04-29
2458,16560,5,Absolutely delicious.,2026-05-23
2459,1434,5,Absolutely delicious.,2026-07-01
2460,1396,5,Portion size was small.,2026-03-22
2461,19227,5,Fresh and tasty.,2026-06-28
2462,19385,1,Delivery was late but food was good.,2025-09-10
2463,18982,4,Rider was polite and quick.,2026-04-20
2464,20532,4,Food was cold on arrival.,2026-04-19
2465,15969,3,"Loved it, will order again.",2026-01-14
2466,11312,5,Packaging could be better.,2025-11-09
2467,18185,4,Average experience.,2026-03-08
2468,10180,5,Rider was polite and quick.,2026-02-17
2469,20222,4,Delivery was late but food was good.,2026-01-02
2470,24400,4,Fresh and tasty.,2026-02-12
2471,1991,5,Portion size was small.,2025-12-21
2472,20769,3,Rider was polite and quick.,2026-06-04
2473,7020,2,Order was missing an item.,2026-04-09
2474,20570,4,Order was missing an item.,2025-05-01
2475,14068,5,Best biryani in town.,2025-10-27
2476,4006,3,"Great food, arrived hot!",2026-05-05
2477,20704,4,"Loved it, will order again.",2026-04-09
2478,8722,3,"Great food, arrived hot!",2025-05-19
2479,916,4,Average experience.,2024-06-22
2480,15467,5,Rider was polite and quick.,2026-03-15
2481,4357,4,Delivery was late but food was good.,2026-02-27
2482,8852,2,Fresh and tasty.,2026-02-07
2483,12953,5,Would not recommend.,2026-03-25
2484,14041,5,Value for money.,2024-04-16
2485,24263,5,Fresh and tasty.,2026-05-22
2486,16701,5,Value for money.,2025-08-08
2487,16546,5,Value for money.,2026-01-27
2488,16860,3,Rider was polite and quick.,2026-01-11
2489,22054,5,Average experience.,2024-07-27
2490,9011,5,Value for money.,2026-01-28
2491,1273,4,Would not recommend.,2026-04-16
2492,4920,3,Value for money.,2026-01-17
2493,18244,4,Absolutely delicious.,2025-07-28
2494,5655,3,Food was cold on arrival.,2024-11-23
2495,15890,5,Value for money.,2025-05-08
2496,4431,1,Delivery was late but food was good.,2024-09-08
2497,12035,4,Delivery was late but food was good.,2025-11-04
2498,22995,5,Packaging could be better.,2025-07-16
2499,22558,5,Portion size was small.,2024-03-11
2500,17235,5,Delivery was late but food was good.,2024-10-26
2501,23029,1,"Great food, arrived hot!",2026-05-14
2502,22176,2,Portion size was small.,2024-12-10
2503,23810,3,Packaging could be better.,2026-03-02
2504,3012,5,"Great food, arrived hot!",2026-04-04
2505,10818,4,Delivery was late but food was good.,2026-06-30
2506,19684,4,Perfect as always.,2025-10-09
2507,20496,3,Absolutely delicious.,2026-04-12
2508,13172,3,"Great food, arrived hot!",2025-08-12
2509,23173,3,"Loved it, will order again.",2025-07-07
2510,7814,2,Order was missing an item.,06/26/2026
2511,21092,5,Packaging could be better.,2024-02-28
2512,12345,1,"Loved it, will order again.",2024-06-09
2513,17709,5,Value for money.,2025-11-04
2514,22496,5,Best biryani in town.,2026-07-08
2515,24349,5,"Loved it, will order again.",2026-05-12
2516,13310,4,Would not recommend.,2025-11-28
2517,12184,5,Perfect as always.,2026-03-22
2518,20764,,Rider was polite and quick.,2025-08-02
2519,14438,,Perfect as always.,2026-06-01
2520,22239,4,Perfect as always.,2026-02-26
2521,8086,4,Order was missing an item.,2024-11-23
2522,24342,4,Value for money.,2025-06-30
2523,11873,4,Packaging could be better.,2024-12-05
2524,20015,3,"Great food, arrived hot!",2024-12-24
2525,10251,5,Delivery was late but food was good.,2024-05-04
2526,21958,5,Order was missing an item.,2026-01-26
2527,3173,4,Fresh and tasty.,2026-02-04
2528,21514,5,Absolutely delicious.,2025-09-05
2529,4165,4,Best biryani in town.,2024-08-25
2530,19397,3,Absolutely delicious.,2026-02-26
2531,3527,5,Would not recommend.,2025-02-20
2532,18673,4,Packaging could be better.,2026-05-12
2533,17588,5,Absolutely delicious.,2026-03-04
2534,4613,5,Average experience.,2026-05-20
2535,3069,,Average experience.,2025-06-01
2536,10439,4,Best biryani in town.,2025-06-17
2537,10801,5,"Great food, arrived hot!",2026-03-17
2538,10480,4,Portion size was small.,2026-06-12
2539,9185,5,Would not recommend.,2026-05-31
2540,22449,4,Packaging could be better.,2026-02-26
2541,20163,5,"Great food, arrived hot!",2025-10-10
2542,13285,5,Packaging could be better.,2026-07-03
2543,1105,3,"Great food, arrived hot!",2026-05-28
2544,19226,4,Value for money.,2025-08-30
2545,22033,4,Best biryani in town.,2025-09-21
2546,9676,3,Perfect as always.,2025-11-11
2547,781,4,Delivery was late but food was good.,2025-05-21
2548,6044,4,Average experience.,2026-03-02
2549,21012,4,Order was missing an item.,2026-06-30
2550,17441,4,Fresh and tasty.,2025-12-25
2551,24043,2,Portion size was small.,2026-03-05
2552,23478,4,Delivery was late but food was good.,2026-05-30
2553,10832,5,Value for money.,2025-07-05
2554,4076,4,Food was cold on arrival.,2026-05-01
2555,23933,5,Portion size was small.,2026-06-03
2556,20265,,Food was cold on arrival.,2025-12-05
2557,11778,4,Order was missing an item.,2024-02-07
2558,15063,,"Loved it, will order again.",2025-10-24
2559,4052,5,Would not recommend.,2025-12-03
2560,24037,4,Delivery was late but food was good.,2025-08-01
2561,6636,4,Delivery was late but food was good.,2025-11-01
2562,5760,2,Best biryani in town.,2025-05-20
2563,4446,4,Best biryani in town.,06/15/2025
2564,14012,5,Fresh and tasty.,2025-10-18
2565,16563,,Food was cold on arrival.,2026-05-07
2566,4023,5,Would not recommend.,2024-09-08
2567,2354,5,Order was missing an item.,2024-12-12
2568,20450,,Best biryani in town.,2025-06-24
2569,4274,1,Value for money.,2025-02-17
2570,12244,4,Delivery was late but food was good.,2026-02-18
2571,24169,4,Fresh and tasty.,2025-11-07
2572,18007,3,Order was missing an item.,2026-05-28
2573,23613,4,Value for money.,2025-09-19
2574,11870,4,"Great food, arrived hot!",2026-02-24
2575,15287,5,Order was missing an item.,2026-05-19
2576,19649,5,Would not recommend.,2024-09-09
2577,8052,,Value for money.,2026-06-21
2578,14346,4,Portion size was small.,2026-04-18
2579,18648,4,"Loved it, will order again.",2025-05-05
2580,20744,5,Food was cold on arrival.,2026-05-31
2581,11164,4,"Loved it, will order again.",2025-09-15
2582,19631,1,Delivery was late but food was good.,2024-07-08
2583,3139,4,Portion size was small.,2024-09-16
2584,24036,5,Perfect as always.,2025-03-19
2585,24412,,Best biryani in town.,2026-06-16
2586,13124,2,"Loved it, will order again.",2026-06-15
2587,9811,4,Absolutely delicious.,2026-03-24
2588,5882,5,Food was cold on arrival.,2025-07-01
2589,22006,4,Order was missing an item.,2024-08-05
2590,11237,5,Food was cold on arrival.,2025-04-13
2591,11658,4,"Great food, arrived hot!",2025-09-02
2592,191,5,Order was missing an item.,2024-08-15
2593,3183,4,Average experience.,2025-08-02
2594,23444,5,"Great food, arrived hot!",2025-06-20
2595,2285,5,Food was cold on arrival.,31/08/2024
2596,24895,4,Absolutely delicious.,2024-11-12
2597,20498,4,Delivery was late but food was good.,2025-05-06
2598,15397,5,Portion size was small.,2026-03-04
2599,8616,5,Portion size was small.,2026-05-03
2600,20149,5,"Loved it, will order again.",2025-12-10
2601,6465,5,Order was missing an item.,2025-04-06
2602,6081,5,Best biryani in town.,2025-11-22
2603,1834,3,Portion size was small.,2025-09-26
2604,176,,Rider was polite and quick.,2026-04-24
2605,10351,3,Portion size was small.,2026-05-24
2606,7163,3,Perfect as always.,2026-07-05
2607,10383,4,Perfect as always.,2026-06-29
2608,16625,5,Order was missing an item.,2024-06-23
2609,2610,4,Rider was polite and quick.,2025-04-08
2610,852,5,"Great food, arrived hot!",2024-07-01
2611,4542,3,"Great food, arrived hot!",2026-03-20
2612,20364,5,Average experience.,2025-11-12
2613,19764,4,"Loved it, will order again.",2025-04-04
2614,6275,5,Fresh and tasty.,2026-05-19
2615,21231,4,"Great food, arrived hot!",2026-05-29
2616,17314,4,Value for money.,2026-04-02
2617,11083,4,Best biryani in town.,2026-06-21
2618,10213,4,"Loved it, will order again.",2025-11-01
2619,3366,5,"Great food, arrived hot!",2025-12-11
2620,12375,2,Best biryani in town.,2026-03-06
2621,4659,4,Rider was polite and quick.,2025-06-07
2622,2933,3,Food was cold on arrival.,2025-12-26
2623,14082,4,"Loved it, will order again.",2025-05-26
2624,1187,4,Best biryani in town.,2026-05-23
2625,6656,2,Would not recommend.,2025-09-06
2626,17942,5,Average experience.,2026-05-04
2627,17485,4,Best biryani in town.,2026-05-07
2628,14273,5,Best biryani in town.,2026-04-19
2629,17290,5,Perfect as always.,2026-01-07
2630,4907,4,Average experience.,2026-04-15
2631,5105,,Average experience.,2026-04-15
2632,23078,3,Delivery was late but food was good.,2026-05-06
